202,205,183,1,					//下地のカラーR,G,B,点線,
8,	//A
732,543,			//1
763,754,			//2
556,844,			//3
619,1048,			//4
741,1155,			//5
861,944,			//6
1066,726,			//7
1321,731,			//8
8,	//B
1335,1024,		//1
1175,973,			//2
1069,1077,		//3
927,769,			//4
755,939,			//5
489,950,			//6
569,734,			//7
779,644,			//8
3,	//C
640,885,			//1
895,865,			//2
1090,769,			//3
1,	//D
917,890,			//1
6,	//E
1239,1002,			//1
1181,744,			//2
967,962,			//3
958,785,			//4
678,841,			//5
549,1002,			//6
2,	//F
917,1155,			//1
917,754,			//2
5,	//G
549,1002,			//1
708,691,			//2
908,912,			//3
1073,735,			//4
1239,1002,			//5
4
696,673
674,833
765,945
943,997
10
1023,668
1201,692
1396,661
1230,1000
1100,1150
934,1206
808,955
853,538
973,534
980,673
10
1265,609
1430,685
1238,822
1218,985
1018,879
1005,1081
763,1093
640,877
726,687
724,540
20
978,688
861,719
691,668
636,803
404,923
559,1013
773,941
745,1120
907,1220
983,1016
1163,1134
1234,978
1454,978
1285,865
1455,666
1255,756
1282,592
1148,655
1066,508
1023,689
10
565,1057
853,1198
1136,1129
1376,1055
1446,722
1218,607
958,715
748,457
551,756
384,1104
5
657,573
423,980
708,1151
1236,1084
1421,733
//ステージ数
//x,y,
