0,1,0,0,0,0,   //城番号,,,,,,,,,,,,,,,
5500,110000,1,1,1061,20,712,0,0,0,,//幅,,城体力,,生産最低F,生産最高F,,背景種類,,出現最大数,以後未使用
712,1,1,1,1,100,0,0,0,1100000
4,0,100,150,200,100,5,9,0,600
8,0,250,300,350,100,1,4,0,600
19,1,500,30,90,100,0,0,1,400
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,,,,,,,,,,
