【%s】,にゃんこを勝手にライバル視するシバ犬。,にゃんこの誕生日には忘れずプレゼント,を用意するマメな一面もある。実は,受験生で毎年大学受験に挑戦している。
【%s】,ヘビのような形をしたヘビ。体の模様は,水彩絵の具でペイントしている。つまり,水には弱い。だが、この情報はゲームに,関係無いので注意が必要である。
【%s】,一人だと心細いので、トリオで参戦。,一人目が「にゃんこ大戦争」への参加を,インターネットで募集して集まった。,三人ともけっこうお金持ち。
【%s】,力持ちで体力にも自信があるカバ。,一度に複数体をまとめて攻撃してくる,危険なやつ。,ちなみに、お姉キャラかどうかは不明。
【%s】,あだ名を命名してもらったブタ（メス）,だが本人はこの名前に納得はしていない。,体の赤い色は日焼けである。,本名はエリザベス。イギリス生まれ。
【%s】,カンフー映画にあこがれて、,我流でカンフーを始めたペンギン。,ハリウッドデビューを目指して,日々修行に明け暮れる。
【%s】,顔がコワイ。という理由で動物園を,追放されたニートゴリラ。,ニートになってからはお酒とギャンブル,におぼれる日々が続く。
【%s】,ベタな名前にベタな姿。,普通すぎることがコンプレックスな羊。,いつか個性的なキャラになってやるんだと,意気込んでお笑いスクールに通っている。
【%s】,ちまたでウワサのアザラシに憧れて,上京してきたアザラシ。,チヤホヤされたいのになかなか,注目されないので体を赤く染めてみた。
【%s】,長いリーチを生かした攻撃が特徴的な象。,好きなタイプはぽっちゃりめの巨乳。,グラビアの写真集を集めるのが趣味。,秘蔵のコレクションは数知れず。
【%s】,昔読んだマンガがきっかけでボクシングを,始める。ライセンス試験でカンガルーと,いう理由だけで落とされ、人生が真っ白に,燃え尽きた悲劇のカンガルー。
【%s】,人を助ける仕事をしたくて消防署で,働いている。消防車のかわりに人を乗せて,出動することもあるが、足が遅いので,到着する頃には家がほぼ燃え尽きている。
【%s】,幼稚園の先生。笑顔で振り下ろされる,コブシはめっちゃ痛い。,怒ると怖いが温厚なその性格で園児たちに,クマ先生の愛称で慕われている。
【%s】,ワニ皮のブランド品になりかけたところを,ダンディーな人に助けられたワニ。,通信教育で様々な資格を取得している,資格マニア。ワープロ検定2級。
