15,161,-1,1,29,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
4,					//マップパターン 0～
150,2850,3,99,33,100,6,750000,1,0,1,1,-1,	//1ステージ
150,2850,32,100,32,100,6,1000000,1,0,1,1,-1, //2ステージ
180,3420,30,99,31,100,11,3,1,0,1,1,-1, //3ステージ
200,3800,3,99,30,100,6,2000000,1,0,1,1,-1, //4ステージ
200,3800,33,100,33,100,12,1,1,0,1,1,-1, //5ステージ


//季節大集合イベント・冬
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
