＠|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「台灣」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「泰國」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「韓國」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「新加坡」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「尼泊爾」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「馬達加斯加」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「埃及」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第1章「義大利」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30可進化|＠|＠|＠|＠|＠|＠
世界篇第2章「日本」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼女優貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「牙買加」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼功夫貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第2章「印度」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼Mr.來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「丹麥」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼緊缚貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「格陵蘭島」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼女王貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「埃及」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼箱貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第2章「百慕達」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼三角褲貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「月球」過關後開放|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
達成30天登入獎勵章後可入手|＠|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼輪輪貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「韓國」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼忍者貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「馬達加斯加」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼殭屍貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「尼泊爾」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼武士貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「新加坡」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼相撲貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第1章「義大利」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼狂歡貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第2章「希臘」過關後|可以用貓罐頭購入|＠|Lv10可進化|＠|＠|於開眼活動關卡|「開眼短裙貓來襲！」取得後|Lv20可進化|＠|＠|＠|＠
世界篇第2章「月球」過關後開放|＠|＠|Lv10可進化|＠|＠|未來篇第2章「月球」過關後開放|Lv20可進化|＠|＠|＠|＠|＠
世界篇第3章「月球」過關後開放|＠|＠|Lv10可進化|＠|＠|未來篇第3章「月球」過關後開放|Lv20可進化|＠|＠|＠|＠|＠
可在期間限定合作活動中獲得|＠|＠|Lv10可進化|＠|＠|期間限定合作活動關卡|「開眼飛踢公主來襲！」取得後|Lv20可進化|＠|＠|＠|＠
可在期間限定合作活動中獲得|＠|＠|Lv10可進化|＠|＠|＠|＠|＠|＠|＠|＠|＠
可利用外部特典獲得|＠|＠|Lv10可進化|＠|＠|＠|＠|＠|＠|＠|＠|＠
可利用外部特典獲得|＠|＠|Lv10可進化|＠|＠|＠|＠|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
稀有轉蛋活動|「傳說的不明貓一族」中可獲得|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
稀有轉蛋活動|「超激烈爆彈」中可獲得|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
稀有轉蛋活動|「超激烈爆彈」中可獲得|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
稀有轉蛋活動|「超激烈爆彈」中可獲得|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可利用外部特典獲得|＠|＠|Lv10可進化|＠|＠|＠|＠|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
可在稀有轉蛋中獲得|＠|＠|Lv10可進化|＠|＠|合計Lv30後|使用足夠的XP及貓薄荷可進化|＠|＠|＠|＠|＠
