【%s】|擅自把貓咪當敵人的柴犬。|雖然也有溫柔的一面，像是每年|都不會忘記送貓咪生日禮物。另外，|其實是每年都挑戰大學學測的考生。|
【%s】|長得像蛇的蛇。紋路是用水彩畫的，|也就是說…很怕水。|但是請注意此小道消息|與本遊戲無關。|
【%s】|一人沒膽所以三人一起參戰。|第一人是從網路上報名「貓咪大戰爭」|的挑戰者找來的。|然後三個人都是土豪。|
【%s】|是隻對體力很有自信的河馬。|可以一次攻擊多個敵人的|危險人物。|順道一提，是他還是她解答不明。|
【%s】|被大家亂取綽號的豬（母的）|但本人卻不承認這個綽號。|紅紅的身體是被太陽曬傷的。|本名叫伊麗莎白，出生於英國。|
【%s】|嚮往功夫電影，|所以自學功夫的企鵝。|勤奮練功，希望有朝一日|可以往好萊塢發展。|
【%s】|因面貌兇狠而遭驅逐出動物園|成為無業遊猩。|無所事事的生活，每天就是|沉溺於喝酒與賭博。|
【%s】|名字普普，長相也普普。|是隻因為過於普通而自卑的羊。|發奮將來要成為獨樹一格的人物|而去唸了搞笑學校。|
【%s】|想成為明星而來到都市的海豹|希望早日成名一炮而紅|所以把身體染成了紅色|但是卻完全不受注目。|
【%s】|擅長遠距離攻擊的大象。|喜歡有著豐滿身材的巨乳。|興趣是收集泳裝女星寫真集。|珍藏品多到數不清。|
【%s】|看了拳擊漫畫後就開始練拳擊。|但因為只是一隻袋鼠，所以過不|了拳擊資格考試這關，頓時人生|失去意義最後以悲劇收場。|
【%s】|想幫助別人所以在消防局工作。|有時會讓人坐在身上出勤|但是因為跑得太慢了|到達時房子也幾乎已經燒光了。|
【%s】|幼稚園的老師，笑裡藏拳的他|一拳揍下來真的超痛。|生氣雖很可怕，但是性格溫和。|在幼稚園的愛稱為熊熊老師。|
【%s】|差點變成高級鱷魚皮包時|所幸被一位公子哥搭救。|透過遠端教學考取了很多證書|打字檢定還2級唷！|
【%s】|內心比外表成熟的兔子。|從大公司辭職後就設立公司。|現正擁有四家公司。|將來打算出來競選當市長。|
【%s】|自己亂編語言的松鼠。|雖然發音聽起來有模有樣|但內容完全聽不懂。平常會在車站|前的補習班教外國人會話。|
【%s】|生活在黑暗世界的殺手熊。|因經濟不景氣殺手的生意大減。|今天報紙的廣告有一格寫著|一億殺一個。|
【%s】|站在眾人面前就會臉紅。|唱歌的實力是職業級|但是從沒有在別人面前唱過。|當然興趣就是一人卡拉OK。|
【%s】|減肥過度導致只剩臉的臉君。|因為身體沒了，臉整個腫起來|結果體重比減肥前還要重。|所以他試著飄起來。|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|戰鬥時間過長就會出現|是個巷弄皆知的鄰家小妹。|將來的夢想是當新娘，家裡有|爸爸、媽媽、哥哥，還有乾爹。|
【%s】|幻想會成為隻美麗的蝴蝶|但破繭而出後，發現自己|只不過是隻「蛾」時大受打擊。|曾誤入歧途，但現在已經回到正途。|
【%s】|雖然身為惡之帝王卻不會喝酒而|變得很焦躁，為了感受一下酒醉|而把全身染紅。當然，|酒杯裡裝的其實是咖啡凍。|
【%s】|熊熊老師的恩師。|吶喊著：「打是情揍是愛！」|只要靠近他就會不留情地一拳揍過來。|是怪獸家長的剋星。|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|對黃色知識無所不知的博士。|雖被國中同學尊稱為師匠|但還沒有和女生交往過的經驗。||
【%s】|最近開始擔心自己的|掉毛問題。順道一提|鴕鳥愛是姓，美惠是名字。|有時候會使出會心一擊。|
【%s】|捧著海獺家族世代相傳的|「免錢石」雙足行走之海獺。|一旦發現目標，整群海獺就會|蜂擁而上將目標攻擊至體無完膚。|
【%s】|會發射波動，情緒不穩的怪咖。|因飼養費過高而被逐出動物園。|暫住大猩猩的家裡，但又因為|飼料費昂貴而再次被趕出去。|
【%s】|出生於阿拉伯，喜歡三溫暖的|駱駝。自以為有身懷關閉鼻孔|的絕技，但是卻沒發現那其實|是駱駝的本能。|
【%s】|每天研究"倫倫"這個字的由來。|還研究"倫倫""朗朗"哪個強。|另外也研究"呼呼""吱吱"|"呆呆"…（略）|
【%s】|外表年輕但實際已經是78歲的老人。|為了健康以步行代車|因此看起來形跡可疑。|成天抱怨被當成飄浮敵人。|
【%s】|一直以為自己是獅子，有天被同事好|心告知事實後當下覺得非常的丟臉|頓時變成了全身紅的山豬。|個性屬於忠厚型。|
【%s】|原本應該是從樹上降臨的最厲害的猛獸。|但是到了地上之後就走不動了|於是急切地希望回到樹上。|是隻沒幹勁的樹懶。|
【%s】|對自己的歌唱能力非常有自信的粥董。|是湖人隊的超級粉絲。|傳言說粥董的皮毛中藏有一個人|但本人卻否認這個傳言。|
【%s】|很想模仿電視上的奇怪大叔動作|於是努力學會了用雙腳走路。|再來只要學會把手伸出後畫圈的動作|最後念出自己的名字就大功告成了。|
【%s】|讀大學的她每天都會喝下午茶。|享受和朋友一起聊東聊西的時光。|但其實大家都覺得她很煩。||
【%s】|明明是一隻鬣狗卻一直說自己是|一隻孤獨的狼…功能是負責吃剩飯。|由於愛好孤單，所以會把靠近的人|全部踹開的討厭鬼。|
【%s】|會發射波動，是13隻小狗的父親。|過於花心共結了7次婚和52次劈腿紀錄。|顏色是接近黑色的灰色|但其實一點黑也沒有。|
【%s】|別看她這樣其實她是都市小孩。|在家附近的寵物店買了小狼，|上下學的路上隨時都有|小狼陪伴著她移動。|
【%s】|有一天看到招募殺手|的廣告後就開始|兼職做殺手的黑狗。|每天為了賺學費而辛勤的工作。|
【%s】|透過聯邦政府的改造手術而脫胎換骨|擁有鋼鐵身體的改造河馬。|弱點是會心一擊。||
【%s】|豬野郎的祖先。|沒錯，她就是豬小屋王國第二代女王|伊麗莎白2世是也！|即將作為無菌豬販售|
【%s】|給噴噴老師的人生帶來莫大影響|代表日本文學的文豪。代表作是|《體罰與理髮》（1868年）|《懲罰》（1875年）等等|
【%s】|「好的老師帶你上天堂」！|有著這種令人費解的愛情觀|的危險老師。會突然揍過來|被打到的話就會上天堂。|
【%s】|終於開始踏踏實實工作的無業遊猩。|與無業遊猩時期的自己決別|開始嶄新人生的驕傲中年人。|聽說最近會和分居中的家人團聚。|
【%s】|「黑市裡才不需要什麼許可|在這裡就連殺人也是合法的」|是個非常喜歡這句台詞的袋鼠。|這讓牠袋子裡面的寶寶非常苦惱。|
【%s】|夢想成為世界聞名的電影人|實為默默無名的電影導演。|每次都在拍一些賣不出去的片子|但片中的羶情片段卻屢獲好評。|
【%s】|剛學會文件分享軟體裡就被特洛伊木馬|等不明病毒入侵的暴走河馬將。|會打飛任何擋路的人。|會心一擊是其弱點。|
【%s】|仮1|仮2|仮3|仮4|
【%s】|為了幫助更多人而接受了改造手術的|一角君。可以監聽報警前的電話|並行動，但因為走得慢|所以老是來不及趕到現場。|
【%s】|居住在臉君家中長達6年的|熊玩偶裝。終於卸下玩偶裝，|踏出外面的世界了！|裡面其實是人工化的熊熊老師|
【%s】|賭上全人類的存亡而開發的臉型決戰兵器。|會用波動將一切化爲虛無。|看起來好像浮在空中，但實際上用了光學迷彩|所以肉眼才看不到那12隻腳。|
【%s】|想要成為大明星而來到都市的海豹。|希望早日成名讓人捧上天|卻完全不受注目|所以把自己試著人工化。|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|||||
【%s】|||||
【%s】|超高速旋轉的連續攻擊|讓任何人都無法接近。|如果有辦法阻止或反彈攻擊|說不定可以反敗為勝！？|
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|仮1|仮2|仮3|仮4|
【%s】|超高速旋轉的連續攻擊|讓任何人都無法接近。|因為最近旋風吸塵器的熱潮|所以到哪都受到歡迎。|
【%s】|超高速旋轉的連續攻擊|讓任何人都無法接近。|有著有時候會把碰到的東西吹飛的|特性，是個很可怕的敵人。|
【%s】|他的超高速迴轉連續攻擊能力|讓敵人無法靠近他。|因為鐵製的關係無法浮起|不過他可以揮灑鐵屑使攻擊力不間斷。|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|仮1|仮2|仮3|仮4|
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
【%s】|||||
