0|需要先通過|前一個關卡|才能挑戰這關|
1|需要先通過|世界篇第1章|才能挑戰這關|
2|需要先通過|世界篇第2章|才能挑戰這關|
3|需要先通過|世界篇第3章|才能挑戰這關|
4|需要先通過|未來篇第1章|才能挑戰這關|
5|需要先通過|未來篇第2章|才能挑戰這關|
6|需要先通過|未來篇第3章|才能挑戰這關|
7|需要先通過|宇宙篇第1章|才能挑戰這關|
8|需要先通過|宇宙篇第2章|才能挑戰這關|
9|需要先通過|宇宙篇第3章|才能挑戰這關|
19|需要先通過|狂亂貓咪降臨關卡(共9種)|才能挑戰這關|
20|需要先通過|所有的傳奇故事|才能挑戰這關|
21|需要先通過|New Challenger4個|才能挑戰這關|
25|需要先達到|等級排行1600以上|才能挑戰這關|
26|需要先通過|3月・4月・5月活動3地圖|才能挑戰這關|
27|需要先通過|6月・7月・8月活動3地圖|才能挑戰這關|
28|需要先通過|9月・10月・11月活動3地圖|才能挑戰這關|
29|需要先通過|12月・1月・2月活動3地圖|才能挑戰這關|
63|需要先通過|第4、第6、第9、第10使徒關卡|才能挑戰這關|
64|需要先通過|”斷罪天使海蝶降臨”和”地獄門”|才能挑戰這關|
65|需要先通過|”女帝飛來”和”亡者肥普降臨”|才能挑戰這關|
66|需要先通過|”吉娃娃伯爵降臨”和”春宵苦短，少女做夢吧！”|才能挑戰這關|
68|需要先通過|時空的彎曲・解放的貓咪們2關卡|才能挑戰這關|
70|需要先通過|魔界篇的"魔界火山"|才能挑戰這關|
71|需要先通過|”藍色衝擊”和”亡者肥普降臨”|才能挑戰這關|
72|需要先通過|”女帝飛來”和”春宵苦短，少女做夢吧！”|才能挑戰這關|
73|需要先通過|”斷罪天使海蝶降臨”和”吉娃娃伯爵降臨”|才能挑戰這關|
108|需要先通過|”甲普拉密林”的所有關卡|才能挑戰這關|
109|需要先通過|”亞蜥比沙漠”的所有關卡|才能挑戰這關|
110||||
111||||
113|需要先通過|”奈落門”和”第一次的差事”|才能挑戰這關|
114|需要先通過|”綺羅星汪汪降臨”和”死靈妖精海蝶降臨”|才能挑戰這關|
115|需要先通過|”古王妃飛來”和”聖者波普降臨”|才能挑戰這關|
120||||
122||||
100000|需要先通過|"傳說的開始"全關卡|才能挑戰這關|
100001|需要先通過|"熱情的國家"全關卡|才能挑戰這關|
100002|需要先通過|"葡萄糖胺沙漠 "全關卡|才能挑戰這關|
100003|需要先通過|"貓咪們渡海"全關卡|才能挑戰這關|
100004|需要先通過|"凝視著貓眼石"全關卡|才能挑戰這關|
100005|需要先通過|"西方街道"全關卡|才能挑戰這關|
100006|需要先通過|"鮪魚海域"全關卡|才能挑戰這關|
100007|需要先通過|"竹子島"全關卡|才能挑戰這關|
100008|需要先通過|"黏糊糊的鐘乳洞"全關卡|才能挑戰這關|
100009|需要先通過|"瓦魯肯諾火山"全關卡|才能挑戰這關|
100010|需要先通過|"千里之道"全關卡|才能挑戰這關|
100011|需要先通過|"鹹魚要塞"全關卡|才能挑戰這關|
100012|需要先通過|"軍艦島"全關卡|才能挑戰這關|
100013|需要先通過|"貓咪磨爪的走廊"全關卡|才能挑戰這關|
100014|需要先通過|"帕德嫩神殿"全關卡|才能挑戰這關|
100015|需要先通過|"退潮的海水浴場"全關卡|才能挑戰這關|
100016|需要先通過|"惡魔島"全關卡|才能挑戰這關|
100017|需要先通過|"越獄隧道"全關卡|才能挑戰這關|
100018|需要先通過|"卡彭監獄"全關卡|才能挑戰這關|
100019|需要先通過|"絲綢之路"全關卡|才能挑戰這關|
100020|需要先通過|"通向黑暗的地下道"全關卡|才能挑戰這關|
100021|需要先通過|"魔王的豪宅"全關卡|才能挑戰這關|
100022|需要先通過|"終焉宣告之夜"全關卡|才能挑戰這關|
100023|需要先通過|"大混戰"全關卡|才能挑戰這關|
100024|需要先通過|"戰爭的傷痕"全關卡|才能挑戰這關|
100025|需要先通過|"污染海洋的壞人"全關卡|才能挑戰這關|
100026|需要先通過|"連接心身的東西"全關卡|才能挑戰這關|
100027|需要先通過|"脆弱性和弱酸性"全關卡|才能挑戰這關|
100028|需要先通過|"被引導的貓咪們"全關卡|才能挑戰這關|
100029|需要先通過|"黑暗的國際城市"全關卡|才能挑戰這關|
100030|需要先通過|"加拉・巴・哥"全關卡|才能挑戰這關|
100031|需要先通過|"岩海苔半島"全關卡|才能挑戰這關|
100032|需要先通過|"惡羅斯聯邦"全關卡|才能挑戰這關|
100033|需要先通過|"亡者聚集之地"全關卡|才能挑戰這關|
100034|需要先通過|"孤島大瘟疫"全關卡|才能挑戰這關|
100035|需要先通過|"迪死你樂園"全關卡|才能挑戰這關|
100036|需要先通過|"豪來塢帝國"全關卡|才能挑戰這關|
100037|需要先通過|"小跟班海岸"全關卡|才能挑戰這關|
100038|需要先通過|"雲泥溫泉鄉"全關卡|才能挑戰這關|
100039|需要先通過|"濃濃春色島"全關卡|才能挑戰這關|
100040|需要先通過|"IT地下墓穴"全關卡|才能挑戰這關|
100041|需要先通過|"怪展會之畫"全關卡|才能挑戰這關|
100042|需要先通過|"22區"全關卡|才能挑戰這關|
100043|需要先通過|"超越大草原"全關卡|才能挑戰這關|
100044|需要先通過|"暴風雪車道"全關卡|才能挑戰這關|
100045|需要先通過|"奇點村"全關卡|才能挑戰這關|
100046|需要先通過|"最終大陸"全關卡|才能挑戰這關|
100047|需要先通過|"傳說的終點"全關卡|才能挑戰這關|
100048|需要先通過|"古代研究所"全關卡|才能挑戰這關|
101009|需要先通過|勞動感謝特別活動！|才能挑戰這關|
101010|需要先通過|聖誕節居然來了！|才能挑戰這關|
101011|需要先通過|新年快樂？|才能挑戰這關|
101012|需要先通過|被召喚的福！|才能挑戰這關|
101013|需要先通過|人偶架上的戰士們|才能挑戰這關|
101014|需要先通過|紅色突變關卡|才能挑戰這關|
101026|需要先通過|春天來了!高校教師|才能挑戰這關|
101029|需要先通過|相思病戀歌|才能挑戰這關|
101030|需要先通過|禁斷之妻|才能挑戰這關|
101031|需要先通過|因為夏天喵！|才能挑戰這關|
101032|需要先通過|返鄉熱潮！|才能挑戰這關|
101036|需要先通過|在鎮上看到的超強老人|才能挑戰這關|
101038|秋天運動會！|需要先通過|才能挑戰這關|
102035|需要先通過|魔女之夜|才能挑戰這關|
101199|需要先通過|絕・地獄門|全關卡才能挑戰這關|
101205|需要先通過|絕・亡者肥普降臨|才能挑戰這關|
101201|需要先通過|絕・女帝飛來|才能挑戰這關|
101207|需要先通過|絕・吉娃娃伯爵降臨|才能挑戰這關|
101196|需要先通過|所有的絕・斷罪天使海蝶降臨關卡|才能挑戰這關|
101214|需要先通過|"絕・春宵苦短，少女做夢吧！"全關卡|才能挑戰這關|
