綠水晶|對異星戰士(有星星)|發動大幅力量中！|
黃水晶|對異星戰士(有星星)|發動大幅力量中！|
橙水晶|對異星戰士(有星星)|發動大幅力量中！|
青水晶|對異星戰士(有星星)|發動大幅力量中！|
紫水晶|對異星戰士(有星星)|發動大幅力量中！|
鋼鐵果實|對鋼鐵敵人|發動特殊能力效果中！|
冥界果實|對不死生物|發動特殊能力效果中！|
異星果實|對異星戰士|發動特殊能力效果中！|
黑暗物質|統率力|最大值提升中！|
微中子|過關時的|經驗值增加中！|
神秘面具|在宇宙篇第3章最後一關|發揮效果的神秘面具|
？？？|尚未收集滿|可發動的寶物|
？？？|全部收集滿可大幅增強|對異星戰士(有星星)的能力！|
？？？|全部收集滿可大幅增強|對異星戰士(有星星)的能力！|
？？？|全部收集滿可大幅增強|對異星戰士(有星星)的能力！|
？？？|全部收集滿可大幅增強|對異星戰士(有星星)的能力！|
？？？|全部收集滿可大幅增強|對異星戰士(有星星)的能力！|
？？？|全部收集滿對鋼鐵敵人|的特殊能力可大幅提升！|
？？？|全部收集滿對不死生物|的特殊能力可大幅提升！|
？？？|全部收集滿對異星戰士|的特殊能力可大幅提升！|
？？？|全部收集滿|可提升統率力的最大值！|
？？？|全部集滿之後過關時|獲得的經驗值會大幅提高！|
？？？|？？？|
