15,216,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
80,7200,144,100,144,100,6,10000,1,20,6,5000,-1,	//1ステージ
100,10000,144,100,144,100,6,50000,1,20,6,25000,-1, //2ステージ
120,13400,33,99,144,100,6,100000,1,20,6,50000,-1, //3ステージ
150,18600,3,99,144,100,6,200000,1,20,6,100000,-1, //4ステージ
180,25000,31,99,144,100,6,275000,1,20,6,137500,-1, //5ステージ
210,35000,144,100,144,100,6,350000,1,20,6,175000,-1, //6ステージ
250,45600,6,99,144,100,6,425000,1,20,6,212500,-1, //7ステージ
300,60000,33,99,144,100,6,500000,1,20,6,250000,-1, //8ステージ


//お年玉襲来！
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
