24,2,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0
12,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0
12,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0
12,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0
12,2,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0
12,3,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,0
12,3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0
12,3,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,1
12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
12,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1
12,2,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0
12,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,1
12,3,0,0,0,0,0,0,0,0,2,0,0,2,0,3,4,0
12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,2
12,3,0,0,0,0,0,0,0,0,4,0,5,0,3,4,0,0
12,3,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,2
12,3,0,0,0,0,0,0,0,0,0,4,0,5,0,5,5,0
12,4,0,0,0,0,0,0,0,0,6,0,0,0,5,6,0,2
