【冒険 1日目　故郷の村】<br>ネコは 宝箱を開けた<br>「スピードアップ＋5」をみつけた！	1日目
【冒険 2日目　故郷の村】<br>ネコは ツボを覗いた<br>「ネコボン＋4」をみつけた！	2日目
【冒険 3日目　故郷の村】<br>ネコは おさななじみから<br>「レアチケット＋1」をもらった！	3日目
【冒険 4日目　故郷の村】<br>ネコは タンスを開けた<br>「ニャンピューター＋4」をみつけた！	4日目
【冒険 5日目　故郷の村】<br>ネコは 門番から<br>「にゃんこチケット＋2」をもらった！	5日目
【冒険 6日目　小さな洞窟】<br>ネコは 宝箱を開けた<br>「レアチケット＋1」をみつけた！	6日目
【冒険 7日目　小さな洞窟】<br>ネコは 壁を調べた<br>「トレジャーレーダー＋1」をみつけた！	7日目
【冒険 8日目　小さな洞窟】<br>ネコは 洞窟の奥から<br>「スニャイパー＋5」をみつけた！	8日目
【冒険 9日目　険しい火山】<br>ネコは 冒険者から<br>「レアチケット＋1」をもらった！	9日目
【冒険 10日目　険しい火山】<br>ネコは マグマの中から<br>「にゃんこチケット＋3」をみつけた！	10日目
【冒険 11日目　険しい火山】<br>ネコは 火口の宝箱を開けた<br>「おかめはちもく＋4」をみつけた！	11日目
【冒険 12日目　宿屋】<br>ネコは タンスを開けた<br>「レアチケット＋1」をみつけた！	12日目
【冒険 13日目　宿屋】<br>ネコは セーブポイントで<br>「ネコボン＋3」をみつけた！	13日目
【冒険 14日目　広大な砂漠】<br>ネコは 砂の中から<br>「ニャンピューター＋3」をみつけた！	14日目
【冒険 15日目　広大な砂漠】<br>埋まっていたコンタクトレンズと<br>「レアチケット＋1」をみつけた！	15日目
【冒険 16日目　広大な砂漠】<br>ネコは オアシスで<br>「トレジャーレーダー＋1」をみつけた！	16日目
【冒険 17日目　島に架かる大橋】<br>ネコは 橋のたもとで<br>「おかめはちもく＋3」をみつけた！	17日目
【冒険 18日目　島に架かる大橋】<br>ネコは 鳥の巣から<br>「レアチケット＋1」をゲットした！！	18日目
【冒険 19日目　ココリカ村】<br>ネコは 村長から<br>「スピードアップ＋5」をもらった！	19日目
【冒険 20日目　王様の間】<br>ネコは 王様から<br>「にゃんこチケット＋3」をもらった！	20日目
【冒険 21日目　王様の間】<br>ネコは 大臣の懐から<br>「レアチケット＋1」を盗んだ！	21日目
【冒険 22日目　地下牢】<br>ネコは 投獄された牢屋の中で<br>「おかめはちもく＋3」をみつけた！	22日目
【冒険 23日目　地下牢】<br>ネコは 骸骨から<br>「ネコボン＋3」をみつけた！	23日目
【冒険 24日目　地下牢】<br>ネコは カギと<br>「レアチケット＋1」をみつけた！	24日目
【冒険 25日目　凍える雪山】<br>ネコは 雪の中から<br>「にゃんこチケット＋2」をみつけた！	25日目
【冒険 26日目　凍える雪山】<br>ネコは 雪男から<br>「トレジャーレーダー＋1」をもらった！	26日目
【冒険 27日目　凍える雪山】<br>ネコは 11回逃げた！<br>「レアチケット＋1」をみつけた！	27日目
【冒険 28日目　迷宮森】<br>ネコは オカリナと<br>「ニャンピュータ＋3」をみつけた！	28日目
【冒険 29日目　迷宮森】<br>ネコは 落ち葉の中から<br>「スニャイパー＋5」をみつけた！	29日目
【冒険 30日目　森の出口】<br>ネコは 森の大妖精から<br>「レアチケット＋1」をもらった！	30日目
