หน้าอัปเกรดปลดล็อกแล้ว!|แตะ "อัปเกรด" ที่ฐานทัพแมวเพื่อลองเข้าไปดู!||ปลดล็อกยูนิตแมวและพาวเวอร์อัปก่อนทำศึก!|＠|
เมนูจัดทัพแมวปลดล็อกแล้ว!|ตอนนี้คุณจัดทัพแมวที่ต้องการได้แล้ว|เพื่อนำทัพสู่การทำศึกได้แล้วตอนนี้|＠||
เมนูสมบัติปลดล็อกแล้ว!|เก็บสมบัติแมวเพื่อเปิดใช้|โบนัสสมบัติแมว!|＠||
คู่มือศัตรูปลดล็อกแล้ว!|คุณอ่านทุกอย่างเกี่ยวกับศัตรู|ที่คุณเผชิญหน้าได้ที่นี่|＠||
ร้านไอเทมเปิดแล้วตอนนี้!|คุณสามารถซื้อ|ไอเทมมีประโยชน์ในการทำศึกได้มากมายที่นี่!|＠||
ร้านอาหารแมวเปิดแล้วตอนนี้!|เข้าไปดูได้จากเมนูหลัก!|＠|||
พระเจ้าประทานพลังให้กับเรา!|คุณอัญเชิญพระเจ้าในระหว่างทำศึกได้แล้วตอนนี้!|＠|||
คุณได้ปลดล็อกตัวกรองแมว!|คัดกรองและศึกษา |แมวทั้งหมดที่คุณได้มา!|＠||
กามาโตโต้ปลดล็อกแล้ว!|ส่งพวกเขาออกไปสำรวจ|และเก็บรางวัลไอเทมหลากหลายกลับมา!|＠||
มีไอเทมใหม่เพิ่มเข้าไปในร้าน!|ซื้อวิตาเมี้ยวเพื่อลด|การสำรวจของกามาโตโต้!|＠||
เพิ่มเพดานเลเวลของคุณ|ใช้ตาแมวกับแมวบางตัว|เพื่อปลดล็อกเลเวลที่สูงขึ้นให้พวกมัน!|＠||
ตู้เย็นผลไม้เหมียวปลดล็อกแล้ว!|ดูผลไม้เหมียวและเมล็ด|คุณได้เก็บมาจนถึงปัจจุบัน!|＠||
คุณบันทึกและแชร์การต่อสู้ของคุณได้แล้วตอนนี้!|เลือกบันทึกอัตโนมัติสำหรับศึกยิ่งใหญ่ของคุณได้ที่|เมนูการตั้งค่า โดยแตะที่ปุ่มเปิด|การบันทึกหยุดอัตโนมัติเมื่อการต่อสู้สิ้นสุดลง|＠|
คุณดูวิดีโอการเล่นของคนอื่นได้แล้วตอนนี้!|ไปที่เมนูการตั้งค่าจากหน้าจอแรก|เพื่อหาและดูสื่อเกม The Battle Cats|＠||
โรงฝึกเล็บแมวเปิดแล้วตอนนี้!|ท้าทายหอผู้เริ่มต้น|และทดสอบทักษะแมวของคุณ!|＠||
