0|歡迎來到貓咪基地！|在這裡做好戰鬥準備|出發參戰喵♪|＠|＠|＠
1|歡迎來到貓咪基地！|可以在升級畫面中|獲得新的貓咪角色喵！|＠|＠|＠
2|想來點貓咪小知識|充電一下嗎？|那就按按這個對話框喵！|＠|＠|＠
3|任何人被人誇獎了|都會很高興喵|有時努力也需要|表現給人看喵|＠|＠
3|從漫畫裡面得到的知識|也是有用的知識喵！|＠|＠|＠|＠
3|如果需要經驗值|來升級時，可以回到|「第1章」或「第2章」|挑戰過關次數不多的|關卡試試看喵！|＠
3|整個是連貓咪的手|都想借來打的心情喵～|＠|＠|＠|＠
3|貓咪是水做的喵。|＠|＠|＠|＠|＠
4|想來點貓咪小知識|充電一下嗎？|那就按按這個對話框喵！|＠|＠|＠
5|對一切都有感恩的心是很重要的喵。|＠|＠|＠|＠|＠
5|求知若飢，|虛心若愚。|＠|＠|＠|＠
5|貓罐頭是貓間美食喵♪|所有貓咪都向著貓罐頭|直直衝喵！|＠|＠|＠
6|真心話|不是僅靠心想就可以傳達喵～|＠|＠|＠|＠
7|人跟貓咪|都是有個性的|所以才有趣喵|＠|＠|＠
7|不先寫完作業的話|就不讓你玩喵～|＠|＠|＠|＠
7|提起勇氣|跨出一小步|就可以改變世界喵|＠|＠|＠
7|危機就是轉機喵|＠|＠|＠|＠|＠
7|不用消費統率力|就可以挑戰貓咪道場關卡唷～|最適合練練角色|訓訓貓咪唷～|＠|＠
7|貓咪始終|常駐你心|＠|＠|＠|＠
8|搞不懂也是正常的喵。|因為每個人都不一樣。|＠|＠|＠|＠
9|做些魯莽的事|有時也可能增加勇氣喵！|＠|＠|＠|＠
9|想哭就哭|想逃就逃|人類其實並沒有想像中的|那麼堅強喵|＠|＠
9|全力以赴的人|才有魅力喵|不論是笑容、眼淚和憤怒|都需要盡全力去做喵！|＠|＠
9|有些時候|放下自尊心也不是壞事喵|＠|＠|＠|＠
10|感覺到挫敗是正常的喵。|世界上|很多事都很難|盡如人願喵。|＠|＠
10|通訊科技過於發達|在不知不覺中|偷走了我們的|私人空間喵。|＠|＠
10|不顧旁人眼色的行動|也算是一種|看人眼色的表現。|＠|＠|＠
11|加碼多多的等級越高|探險時越容易找到|更好的道具喵|＠|＠|＠
12|一直無法勝利時|可以先在普通關卡|累積經驗值來|升級喵！|＠|＠
13|打贏會發射波動敵人的|秘訣就是多找一些|體力充沛的壯貓|去對付他們喵！|＠|＠
13|可以狂賺經驗值的|「超級游擊經驗值」關卡|偶爾會出現喵～！|不過！別高興太早|因爲那不是普通的難喵！|＠
13|活動關卡大部分是|適合中級玩家的關卡喵|先在普通關卡中|好好的累積戰鬥力喵！|＠|＠
14|有時候可以在每天的活動關卡中|得到珍貴的道具喵！|使用道具可以讓你|在戰鬥時獲得優勢喵！|＠|＠
14|週末的活動關卡|可以獲得大量的經驗值喵！|如果需要經驗值來增強力量時|非常推薦去週末關卡喵！|＠|＠
14|在其他的章節中收集到的|寶物的效果非常大喵！|就算只發動|一個寶物效果|也能變得非常強喵！|＠
14|有針對紅色敵人或黑色敵人|發動特殊攻擊能力|的貓咪喵！|角色介紹的文章裡|都有寫喵！|＠
14|積分獎勵關卡是|過關用的時間越短|越可以得到高分數喵～|分數越高|可以獲得的獎勵越好喵！|＠
14|在「傳奇故事」模式裡|如果過了地圖中|所有的關卡的話|就能得到貓罐頭喵！|＠|＠
14|想要打碎那些鋼鐵敵人|有種叫會心一擊|的辦法喵！|＠|＠|＠
14|那些鋼鐵敵人非常堅硬|要多多注意喵！|因為每次攻擊|能造成的傷害不大|所以攻擊次數很重要喵|＠
14|一直無法勝利時|就去發動其他章的|寶物效果喵！|＠|＠|＠
14|偶爾能夠得到|貓咪轉蛋券的|「貓咪券☆機會」|關卡登場喵！|估狗一下可以找到一些資訊喵！|＠
14|你知道在隨機關卡中|出現的「狂亂」系列關卡喵？|其實是難度非常高的關卡|不過只要過了關|激稀有角色即可入手喵！|＠
14|隨機出現的特別關卡|「開眼」系列是以貓咪盟友進化成|敵人姿態登場的關卡喵！|過關後就有機會再進化喵！|＠|＠
14|隨機出現的「旋風」系列關卡|過關就有機會獲得|限定角色喵！|即使是很強的敵人|也是有弱點的喵！|＠
14|用轉蛋獲得的角色|再來升級的話,|可以更加強化|角色等級喵！|＠|＠
14|從「傳說的開始」之後的|這些傳奇故事，是適合|上級者挑戰的關卡喵！|只要一關接著一關挑戰|就有機會獲得強力角色喵！|＠
15|歡迎來到特別活動關卡！|在這裡你可以玩到一些|期間限定的特殊關卡喵！|＠|＠|＠
16|歡迎來到傳奇故事！|這裡有很多高難度的關卡喵！|覺得無法取勝的話|可以先在其他章節|提高等級喵！|＠
17|未來篇沒那麼簡單喵！|遲遲無法過關的話|請攻略世界篇|找到強力夥伴再來挑戰喵！|＠|＠
18|未來篇跟世界篇|分別會出現不同的寶物喵|收集全部來|提升能力喵！|＠|＠
18|未來篇過關後|能使用的貓咪聯組|就會大幅增加喵！|＠|＠|＠
19|可以在敵人圖鑑中|看到敵人的|基本介紹喵！|＠|＠|＠
20|一直挑戰同樣關卡的話|可以獲得的經驗值會減少|所以要多多注意喵！|＠|＠|＠
20|一直無法勝利時|可以先在已過關的關卡中|累積經驗值喵！|＠|＠|＠
20|EX角色的「神」|可以讓你透過使用貓罐頭|來換取各式各樣的奇跡|陷入危機的時候|不妨考慮向神借力喵|＠
21|在隊伍編成畫面中|選擇喜歡的角色|就能帶著他們|參與戰鬥喵！|＠|＠
22|收集沈睡在各個地方的寶物|發動強力的特殊效果喵！|品質越好的寶物|效果也越佳喵♪|＠|＠
23|通過未來篇的關卡時|只要得到的積分夠高|即可獲得報酬喵！|歡迎挑戰喵！|＠|＠
23|蒐集到發動技能必要的|角色後，該貓咪聯組|就會自動登錄在|聯組圖鑑裡唷！|＠|＠
24|戰鬥前開啟道具土豪貓，|能讓戰鬥中工作狂貓的效率|以等級MAX的狀態進行戰鬥唷！|如果有卡關|就試著用用土豪貓吧！|＠
24|統率力會隨著時間慢慢恢復喵♪|如果統率力用完了|可以等一等再行動喵！|＠|＠|＠
24|特殊能力中的「研究力」|會隨著等級提升|而加快角色的生産速度喵|＠|＠|＠
24|工作狂貓負責生產戰鬥中用的金錢|是非常重要的角色喵！|在升級畫面|好好的提升等級喵！|＠|＠
24|戰鬥開始後10秒以內|脫離戰鬥的話統率力不會減少喵|使用的道具也會|全部退還回來|所以儘管安心喵|＠
24|升級所需的經驗值|除了可以靠攻略各個關卡獲得之外|其實也可以在貓咪商店用買的喵|如果有急用或什麼的時候|直接買來用用也不錯喵|＠
24|貓咪大戰爭的遊戲存檔|會自動儲存在遊戲中喵！|要是刪除了遊戲|就再也無法回復|存檔記錄了喵！|＠
24|在首次開啓貓咪圖鑑中|各個角色的畫面時|可以獲得少許貓罐頭喵|多多充實貓咪陣容|來收集貓罐頭喵~|＠
27|貓咪聯組圖鑑現在|只會顯示目前能夠使用的|貓咪聯組喵|只要多充實貓咪陣容|能用的聯組就會跟著增加喵|＠
27|在貓咪聯組圖鑑裡|點兩次聯組名稱，|就可以自動設定到出陣列表裡|是不是很方便喵～|＠|＠
24|開啟寶物雷達作戰的話|不管哪一關的寶物和道具|百分之百都進你口袋喵！|有了這個道具|翹著二郎腿打寳不是夢喵！|＠
24|進入遊戲主畫面後|左上角會出現個人詢問碼|千萬要記下來記下來記下來！|因為很重要所以要說3次！|＠|＠
24|點選角色說明欄|的右下角就可以|確認到角色所擁有的|效果・能力唷！|＠|＠
24|有個道具叫貓型電腦|用了可以幫你自動生産貓咪|是不是覺得很方便喵！|但説穿了，它就是個貓工智慧|所以最好別太期待喵…|＠
24|有一個叫加速的道具|可以加快戰鬥的速度喵！|不過可惜的是|它對積分獎勵關卡的|分數沒有影響喵！|＠
24|有個道具叫狙擊手|會不時幫你攻擊|還可以擊退敵人喵！|城堡體力越高|狙擊手的攻擊力就越高喵！|＠
24|洞悉先機這個道具是|可以提高過關後|獲得的經驗值喵！|在可獲得很多經驗值關卡中|同時使用的話，效果更是超絕喵！|＠
24|「遠距攻擊」的能力|能攻擊遠方的目標|但距離一近就無法抵抗了喵|好好利用那些可以作爲肉盾的貓咪|讓他們來保護就沒問題了喵|＠
25|統率力回復的通知功能|可以用選項畫面裡的|「統率力通知」按鈕|來切換ON或OFF喵～|＠|＠
26|只要有了稀有券|不用消費貓罐頭|也可以使用稀有轉蛋喵～|有機會在登入獎勵或是|其他活動中送你稀有券喵～|＠
26|多派些便宜的|貓咪出擊吧！|只要能擋下敵人前進|那麼勝利就在|你眼前了～喵！|＠
27|通過了世界篇各章|就可能遇到遭不死生物感染|的各關卡唷～！|通過每一區域，|寶物出現率就會提高唷！|＠
27|如果通過世界篇各章|不死生物感染的各關卡，|就會提高統率力最大值唷！|不妨挑戰挑戰喵～|＠|＠
27|只要通過遭到不死生物|突襲的世界篇關卡，就可以|獲得獎勵貓罐頭唷～！|＠|＠|＠
27|把特定的角色編入隊伍|就可以發揮|貓咪聯組技能|使戰鬥大大有利喵！|＠|＠
27|不同章節的寶物效果|是通用的喵！|在不同章節裡收集寶物|也是變強的好方法喵！|＠|＠
27|只要收集到所有最棒的寶物|貓咪們的戰鬥力|就會增加好幾倍喵！|一直無法勝利時|就去收集最棒的寶物喵！|＠
27|好像有些會讓|攻擊力下降|或打也打不死的|敵人存在喵～|＠|＠
27|好像有些會做|困獸猶鬥|的敵人存在喵！|意思請自己估狗一下喵！|＠|＠
27|某些關卡在過關後|有機會出現|追加關卡喵|如果能夠統統過關|説不定會發生什麼好事喵|＠
27|升級之後貓咪變了個模樣？|可以在隊伍編成畫面中|角色圖示的右下看到|標有箭頭的按鍵，點一下|就可以切換成原來的模樣了喵|＠
27|寶物嘉年華或|游擊關卡開放的時候|會在標題畫面各關卡|上方的對話框作提示喵|＠|＠
27|只要使用貓罐頭|就可以增加隊伍編成畫面裡|出陣列表的數量|如果現在的列表數量不夠用|不妨多弄幾個列表試試喵|＠
27|隊伍編成畫面中的|出陣列表可以直接|複製再貼上唷！|＠|＠|＠
27|在未來世界中|滿地都是|對付異星戰士們|強而有力的寶物喵！|＠|＠
27|有「終結不死」能力的貓咪們|若是打倒不死生物後，|就可以防止他們重生唷！|＠|＠|＠
28|只要在隊伍編成畫面|點兩下出陣列表裡的貓咪|下面就會自動移動到|那個角色的位置喵！|有時候這功能還蠻方便的喵～|＠
29|想知道敵人屬性顏色|和特殊能力？|那就快看敵人圖鑑喵！|如果遇上第一次出現的敵人|那就更該仔細閱讀敵人圖鑑！|＠
30|讓加碼多多去各地探險|就有機會發現|XP或是貓罐頭什麼的喵|總之只要讓牠出發去探險|之後就可以坐著等結果了喵|＠
30|只要讓加碼多多喝了|「喵力達」就可以|縮短探險時間喵|如果覺得等不及或什麼的時候|不妨用了試試看喵|＠
30|「貓咪隊員」是可以讓你|在探險時更容易找到道具的|輔助角色喵！|＠|＠|＠
31|收集5個貓薄荷種子|就可以成長為|貓薄荷了喵|這就是所謂的|積沙成塔喵！|＠
31|「貓薄荷」和「貓薄荷種子」|可以讓貓咪進化到|更高的境界喵|收集貓薄荷的關卡每天都會出現|多多通關來收集需要的貓薄荷吧|＠
14|越後面的傳奇故事|會更容易取得|開發貓咪城必要的素材唷！|＠|＠|＠
14|即使是相同的傳奇故事|難度較高的關卡|會比較容易取得|開發貓咪城必要的素材唷！|＠|＠
27|開發貓咪城必要的素材|可以在|傳奇故事中收集唷！|＠|＠|＠
27|如果讓貓咪隊員離隊，|可以選擇採用為|開發貓咪城|的助手唷！|＠|＠
27|「助手」在貓咪城的開發上|是必要的角色唷！|只要讓加碼多多去探險，|也有可能帶回新助手唷！|＠|＠
32|宇宙篇可沒那麼容易!|過不了關時就回去未來篇|繼續攻略收集寶物吧!|＠|＠|＠
32|可以收集在宇宙篇和未來篇|對上異星敵人有效的寶物唷!|兩篇寶物都集滿後|能力就會大增加呢!|＠|＠
33|據說只要通過宇宙篇|就可以獲得某個東東唷|不過到底是個什麼東東咧!?|太想知道了啦!!|＠|＠
34|受到有「傳送」能力敵人攻擊時，|會被傳送到前方或退到後方！|這個時候只要派出有|「傳送無效」能力|的貓咪就好啦！|＠
35|對抗有「護盾」的敵人|必須要用超過護盾強度的攻擊|一擊打破護盾後才能對其造成傷害！|派出最強的貓咪們|迎戰吧！|＠
36|目標正在接近|你來消滅他|＠|＠|＠|＠
36|EVA3號機從此刻起予以廢棄|將監視對象物體識別為第9使徒|＠|＠|＠|＠
37|如果不打倒使徒的話|我們就沒有未來|＠|＠|＠|＠
37|要出戰的話就快點|不然的話，滾回去！|＠|＠|＠|＠
36|全員，第一級戰鬥準備|＠|＠|＠|＠|＠
37|全員，第一級戰鬥準備|＠|＠|＠|＠|＠
36|不行的話|只能用貓咪了|＠|＠|＠|＠
37|不行的話|只能用貓咪了|＠|＠|＠|＠
14|在特殊關卡中|只要消費喵力達|就可以挑戰游擊關卡唷|有喵力達關卡呀|＠|＠
38|EVA第13號機|你與駕駛員的機體|＠|＠|＠|＠
38|所有道具|都完整了|＠|＠|＠|＠
38|SEELE的劇本|由我們改寫|所有的貓咪|都只是個所需要的道具|＠|＠
39|打開按鍵後將只會顯示|尚未通過關卡與推薦關卡|這麼方便的開關功能|請好好活用喵～！|＠|＠
40|在戰鬥中|長按角色圖示時|就可以看到角色的特徵説明喔！|＠|＠|＠
41|在關卡選擇畫面|長按編成按鈕就可以|置換為前次通關時的編成|＠|＠|＠
42|成為貓咪俱樂部的黃金會員|加速道具就能無限使用喵！|並且再追加使用加速道具|戰鬥速度就能夠|加強至3倍喵！|＠
43|來增加貓咪軍團中|戴眼鏡的人口吧！|＠|＠|＠|＠
