			0	22	777	300	0
		糟糕！突然想起還有急事！<br>剩下就下次喵！<br>這個送你當作參加禮喵！	0	22	300		
1	0	日本戰國「統一天下之路」的<br><flash>貓咪請求援軍</flash>開始了喵！	2				
2	0	你可以幫貓咪一個忙嗎？<br>如果你願意支援貓咪的話，<br>我就會送你許多<flash>貓罐頭</flash>喵！	3	50			
3	0	真的嗎？<br>太感謝你了喵！	4				
4	0	現在貓咪軍團正在<br>日本戰國要努力<br>統一天下喵	5				
5	0	但戰力還不夠充足，<br>這樣就沒辦法達成<br>統一天下的美夢了喵……	6				
6	0	因此希望你招募<br>你的朋友來加入<br>我們的貓咪軍團喵！	7				
7	0	不管是沒玩過貓戰的朋友、<br>還是有玩過但離開遊戲的<br>朋友，我們都非常歡迎喵！	10				
8	0	遊戲標題畫面的「選項」當中<br>有個「邀請朋友」按鈕喵！<br>可以從那裡邀請朋友來玩喵！	9				
9	0	剛才的說明都懂了嗎？	10	51			
10	0	邀請越多朋友越好喵！	12				
11	0	也可以在跟朋友見面時<br>直接推薦喵～	12				
12	0	這是你和貓咪的約定喵！<br>一起讓軍團更加壯大喵！	13				
13	0	我會準備好做為<br>謝禮的貓罐頭，<br>所以明天也要來喵！	14				
14	16	那麼明天見喵～	100				
50	0	語氣太差不好意思喵！<br>拜託你再重新考慮看看喵～	4				
51	0	那我重新說明一次<br>仔細聽好喵！	8				
100	0	又見到你了喵！<br>邀請朋友加入<br>貓咪軍團了嗎？	101	150			
101	0	真的？<br>看來我找對人了喵！	102				
102	0	希望你能繼續邀請<br>更多朋友來喵！	103				
103	0	既然你遵守了約定，<br>那我也該把貓罐頭送給你喵！	104				
104	0	拿去吧！<br>這是說好的貓罐頭喵！	105				
105	0	……	106				
106	0	…………	107				
107	0	奇怪，這不是貓罐頭，<br>而是一大袋米喵！	108				
108	0	我不小心弄錯，<br>把軍團的糧食帶來了喵～	109				
109	0	真抱歉，貓罐頭被我<br>忘在家裡了喵！	110				
110	0	不要露出這麼難過<br>的表情，我明天一定會<br>記得帶來的喵！	111				
111	0	為了不要忘記，<br>回去的路上我會<br>不斷複誦貓罐頭喵～	112				
112	0	放心喵！只要一直複誦<br>貓罐頭，就絕對<br>不會忘記喵！	113				
113	0	對了！既然都把米<br>拿來了，就來做<br>飯糰給大家吃喵！	114				
114	0	大家一定都很餓了喵！<br>馬上開始喵！	115				
115	0	希望你明天<br>也能邀請朋友來喵！	116				
116	16	那麼明天見喵～	200				
150	0	什麼！希望你能在明天<br>邀請朋友來玩遊戲喵！	151				
151	0	你願意再跟我<br>約定一次嗎？	152	170			
152	0	謝謝你喵！<br>我相信你一定會<br>邀請朋友來的喵！	153				
153	0	這個貓罐頭送你當作<br>達成約定的謝禮喵！	104				
170	0	你真愛開玩笑喵！<br>嘴巴這麼說其實<br>已經邀請了朋友吧？	171				
171	0	一定是這樣沒錯喵！<br>這些貓罐頭送給你喵！	104				
200	0	很高興今天<br>又看到你了喵！	201				
201	0	有沒有邀請朋友<br>來加入貓咪軍團啊？	202	250			
202	0	太棒了，你果然是<br>我的好朋友喵！	203				
203	0	你的朋友們有沒有說<br>玩得很開心啊？	204	270			
204	0	太好了喵！<br>很高興聽到<br>你的朋友說很開心喵！	205				
205	0	只要拜託你，是不是<br>什麼願望都能達成喵？	206				
206	0	為了感謝你，我今天有把<br>貓罐頭拿來了喵！	207				
207	0	……雖然想這麼說，<br>但有件事要告訴你喵！	208				
208	0	其實……只要你再<br>邀請1個人來……	209				
209	0	那我就有100位朋友了喵！	210				
210	0	我一直有個夢想，<br>就是跟100位朋友一起爬山，<br>然後在山頂上一起吃飯糰喵！	211				
211	0	既然都到這裡了，<br>希望能再多1位朋友，<br>好達成我多年來的心願喵！	212				
212	0	這是我最後的請求喵！<br>我明天一定會帶<br>好多貓罐頭來謝謝你喵！	213				
213	16	拜託你喵！<br>那麼明天再見喵～	300				
250	0	什麼～<br>你居然忘記約定了喵？	251				
251	0	我們不是約好要邀請朋友<br>來加入貓咪軍團，<br>並統一天下喵？	252				
252	0	你真的忘記了喵？	260	253			
253	0	其實到現在為止<br>你都是在敷衍我喵？	260	254			
254	0	你真的有想起約定喵？	255	260			
255	0	好吧，相信你喵。<br>明天真的要邀請朋友來喔！	256				
256	0	讓我們一起統一天下喵！	257				
257	0	我可是對你充滿期待喵～<br>這些貓罐頭送給你喵！	207				
260	0	喵～好好聽我說話喵～	0				
270	0	……<br>	271				
271	0	真令人難過喵，<br>但還不可以放棄喵！	272				
272	0	貓咪大戰爭就像魷魚乾一樣！	273				
273	0	越嚼會越香……不對！<br>是越玩會越好玩喵！	274				
274	0	所以希望你繼續把<br>貓戰好玩的地方<br>介紹給他們喵！	275				
275	0	但還是很感謝你<br>邀請朋友來玩喵！	206				
300	0	又看到你了喵！<br>今天我真的有把<br>貓罐頭帶來喵！	301				
301	0	這是答謝你邀請朋友<br>來玩遊戲的禮物，<br>真的太感謝你了喵！	302				
302	0	最近貓咪軍團的大家<br>都非常地有精神，<br>從早到晚都活力十足喵！	303				
303	0	而且我也交了許多朋友喵！	304				
304	0	看這個樣子，距離<br>統一天下也不遠了喵！	305				
305	0	統一天下的美夢即將實現，<br>真是難以想像喵！	306				
306	0	當然你也會陪我<br>到最後沒錯吧？	307	350			
307	0	真是太棒了！<br>你果然是我的知心好友喵！	308				
308	0	感謝你這幾天<br>幫忙完成貓咪的心願<br>真是太開心了喵～	309				
309	0	多虧了你邀請了許多朋友，<br>有這麼多人來玩遊戲<br>真是幸福喵～	310				
310	0	等待許久的貓罐頭<br>終於來啦喵～	311				
311	0	這次可沒有忘記喵！	312				
312	0	<flash>777個貓罐頭</flash><br>全部送給你喵～	-2				
350	0	喵？我沒有聽清楚喵～<br>再問你一次喵！	306
