0,0,ネコカンがすべてを叶えるであろう
0,0,不思議なポッケで叶えてくれる
0,0,7つの珠を集めると叶う
0,1,偏差値がMAXになる
0,1,おかめはちもくネコを越えられる
0,1,ネコ田大学に首席で合格する
0,2,空から女の子が降ってくる
0,2,七福神が来る
0,2,100人来る
0,3,バブル到来！！
0,3,何をしても儲かる
0,3,金ネコを売って儲けよ
0,4,それより僕と踊りませんか？
0,4,失くしてないほうの世界線へ行ける予感
0,4,金の斧になって戻ってくる
0,5,庭から徳永埋蔵金が出る
0,5,ガマトトが温泉を掘り当てる
0,5,1億円分の宝くじを拾う予感
0,6,旅先で神と崇められる
0,6,世界を救う旅が始まる
0,6,帰ってきたら曲が売れてミリオンセラー
0,7,絶好の侵略日和、ためらうな
0,7,地上最強の存在となる
0,7,すべての戦いに完全勝利する
0,8,モグリの医者に治療してもらえる
0,8,サイボーグ化し完治する
0,8,患わない
0,9,恋の方程式が解ける
0,9,春が来る
0,9,レモン汁でラブレターを書け
1,0,ネコの力を信ずれば叶う
1,0,願いの数だけ豆を食べること
1,0,流れ星に3回唱えよ
1,1,やる気スイッチが見つかる
1,1,結果にコミットできる
1,1,クマ先生から勉強のコツを教わる
1,2,鴨が葱を背負ってやってくる予感
1,2,三輪車でやってくる
1,2,100メートル9秒でやってくる
1,3,めっぽう強いジャンルで勝負せよ
1,3,多少失敗しても必ず生き残る
1,3,高値で売れる虹マタタビを狙え
1,4,ネコ基地のどこかにある
1,4,にゃんこ貯蔵庫に眠っている
1,4,捨てたものまで戻ってくる
1,5,財布の奥から2000円札が出てくる
1,5,トイレを掃除すると吉
1,5,お金よりも大事なものを手に入れる
1,6,第2の故郷が見つかるだろう
1,6,ぼったくられるがぼったくり返せる
1,6,ご当地にゃんこに出会える
1,7,争いごとのむなしさを知る
1,7,出てくる敵の属性を確認せよ
1,7,意外と強いレアキャラに頼れ
1,8,寝たらすべて治る
1,8,筋肉痛は当日に来る
1,8,ヨモギを当てれば早く治る
1,9,ガンガンいこうぜ！
1,9,「ふたりで！にゃんこ大戦争」で愛を深めよ
1,9,振られても何一つ傷つかない
2,0,忘れた頃に叶う
2,0,短冊に記入せよ
2,0,お布施に励むこと
2,1,お金をかければ結果は出る
2,1,中の上の下くらいまでは狙える
2,1,ニャンピュータよりは賢くなれる
2,2,夢枕に出る
2,2,来る、ただし30分遅れ
2,2,右から来ると見せかけて左から来る
2,3,バイトリーダーになれる
2,3,押し入れに価値あるものが眠っている
2,3,EXキャラクター購入は半額の日を狙え
2,4,パスワードを使い回すべからず
2,4,ガマトト探検隊の地面から出る
2,4,恐らく実家
2,5,ラッキーアイテムは招き猫
2,5,下を向いて歩こう
2,5,人のヘソクリを見つける
2,6,ご当地キャラに求愛される
2,6,トラブルなくトラベル
2,6,めっぽうくつろげる
2,7,できることなら仲良くせよ
2,7,戦争反対
2,7,夫婦喧嘩ならわんこに食わせよ
2,8,油断していたらわんこに噛まれる
2,8,睡眠不足はお肌の大敵
2,8,予防接種の痛みには耐えよ
2,9,守備範囲が広がる
2,9,手と手が触れ合う
2,9,わざと消しゴムを落とすと吉
3,0,努力次第
3,0,2.5次元で叶う
3,0,なにも思いつかない
3,1,古い教科書を掴まされる
3,1,ネコが気になり集中できなくなる
3,1,天に委ねマークシートを埋めよ
3,2,逆の改札口にいる
3,2,南半球にいる
3,2,のろしを上げている
3,3,今ではない、2年待て
3,3,人生ゲームと同じ結果になる
3,3,かわいいネコに値切られる
3,4,見つかるが誰かの名前が書いてある
3,4,競売にかけられている
3,4,リサイクルショップで見つかる
3,5,宝くじを10枚連番で買えば300円当たる
3,5,風水に頼れ
3,5,ポイントを集めよ
3,6,100kmの渋滞にはまる
3,6,攻略済みの都市がよい
3,6,にゃんこ大戦争で各地を巡れ
3,7,逃げるが勝ち
3,7,超激レアキャラの出撃タイミングをしくじる
3,7,第三形態に進化させよ
3,8,痛いかどうかは気持ち次第
3,8,拾い食いに気を付けるべし
3,8,ラジオ体操で筋肉痛になる
3,9,ネコを愛せよ
3,9,多少写真は盛れ
3,9,複数人でワゴン車に乗ると吉
4,0,叶う夢をみる
4,0,ノーコメント
4,0,野良ネコの願いが叶う
4,1,テストにめっぽう弱くなる
4,1,勉強ではなく掃除が捗る
4,1,志望校が廃校になる
4,2,宅配便しか来ない
4,2,影武者の方がやってくる
4,2,昨日来てた
4,3,重要な判断をネコに任せるな
4,3,タダでも売れない
4,3,売上の殆どをゴリさんに持ち逃げされる
4,4,伝説の秘宝として祭られている
4,4,モンスターの巣で見つかる
4,4,XPに変わっている
4,5,お金を拾うが財布を落とす
4,5,振り込め詐欺に注意
4,5,ネコに小判をとられる
4,6,温泉が枯れる兆しあり
4,6,お土産が被る
4,6,行くなら今日
4,7,カバちゃんに負ける
4,7,膝に矢を受けてしまう
4,7,カンバン娘の攻撃で城が落ちる
4,8,口内炎が暴れる
4,8,なんか様子が　ヘンです･･･
4,8,キャラメルに銀歯を取られる
4,9,友達未満、恋人未満
4,9,モテない友達にモテについて語られる
4,9,泥棒猫の影あり
5,0,欲張りすぎて身を滅ぼす
5,0,あいつの願いが叶ってしまう
5,0,ピンチはチャンス
5,1,宿題をヤギに食べられる
5,1,一夜漬けに失敗し快眠する
5,1,テスト中に記憶喪失になる
5,2,今、あなたの後ろにいるの
5,2,待ちすぎてカンバン娘がやって来る
5,2,全裸で来る
5,3,借金まみれで夫婦漫才を始める事になる
5,3,泥棒ネコに入られる
5,3,わんこに持ち逃げされる
5,4,GPSで地球の裏側にある事がわかる
5,4,失うものなど無い
5,4,家族に売られる
5,5,怪しいツボを買わされる
5,5,懐に超ダメージ
5,5,ネコに小判を盗まれる
5,6,無人島へ漂流する
5,6,紀元前へタイムトラベルする
5,6,ブラックホールに飲み込まれる
5,7,倍返しされる
5,7,ブラックマに狙われる
5,7,コンティニューしても負ける
5,8,屁だと思い、出さぬこと
5,8,豆腐の角で全治3か月
5,8,エイリアンのアレが生え始める
5,9,ラブレターが誤配送される
5,9,100股をかけられる
5,9,壊れるほど愛しても1/10しか伝わらない
