神秘光芒 高級|神秘光芒 困難|神秘光芒 超級難|＠
蒼天幻惑 高級|蒼天幻惑 困難|蒼天幻惑 超級難|＠
紅色熱情 高級|紅色熱情 困難|紅色熱情 超級難|＠
紫電一閃 高級|紫電一閃 困難|紫電一閃 超級難|＠
翡翠誘惑 高級|翡翠誘惑 困難|翡翠誘惑 超級難|＠
超級鋼鐵降臨 極難|＠
超級鋼鐵降臨 困難|＠
戀愛的鋼鐵河馬 高級|＠
經驗是無上美味 超極難|＠
經驗是終極美味 極難|＠
經驗是上等好味 超級難|＠
經驗如蜜 初級|經驗如蜜 中級|經驗如蜜 高級|經驗如蜜 超高級|經驗如蜜 困難|經驗如蜜 超級難|＠
貓咪補完計劃 極難|＠
修羅道 極難|＠
美人計 極難|＠
死者的遊行 極難|＠
N-1盃 極難|＠
炸彈少女 極難|＠
進擊的紅漩渦 困難|＠
進擊的黑漩渦 困難|＠
進擊的白漩渦 困難|＠
進擊的天漩渦 困難|＠
進擊的鐵屑 超級難|＠
進擊的黑洞 超級難|＠
暗黑附身 超級難|＠
絕對防壁 超級難|＠
狂戰士 超級難|＠
不蘇胡面貌 超級難|＠
搖頭者 超級難|＠
豬鹿鳥 超級難|＠
鮮魚地獄 超級難|＠
哺乳類？ 超級難|＠
忘了自我的貓 超級難|＠
河豚星球　超極難|＠
in JAPAN|in LONDON|in NEWYORK|＠
進擊的暴風渦 超級難|＠
輪迴的業障渦 超級難|＠
原始的古漩渦 超極難|＠
進擊的魔漩渦 極難|＠
像那河流般 超極難|＠
死亡摩希根 極難|＠
橡膠要塞 極難|＠
最兇戰士 極難|＠
神威凜凜 極難|＠
獅群累累 極難|＠
蝶！豬鹿鳥 極難|＠
鬼島DX 極難|＠
狂龍？ 極難|＠
貓咪大冒險 極難|＠
曲速黑洞大進擊 極難|＠
經驗是小惡魔的誘惑|經驗可是魔性的誘惑|經驗正是魔王的誘惑|＠
惡魔的自言自語 超級難|惡魔的自言自語 極難|惡魔的喃喃細語 極難|惡魔的喃喃細語 超極難|＠
