80,0,0,0,0,0,   //城番号
4000,150000,1,1,56,8,0,0,0,0,     //幅,    城体力,    生産最低F,生産最高F,    背景種類,    出現最大数,以後未使用
8,0,200,150,450,100,2,3,0,400,    //ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率
2,10,750,200,300,100,7,9,0,400,
3,10,800,200,300,100,7,9,0,400,
4,10,900,200,300,100,7,9,0,400,
2,3,1,1,1,99,7,9,0,400,
3,3,1,1,1,99,7,9,0,400,
160,3,1,100,200,99,4,6,0,250,
2,2,1,1,1,99,7,9,0,400,
160,5,1,100,200,99,4,6,0,250,
3,3,1,1,1,99,7,9,0,400,
4,3,1,1,1,99,7,9,0,400,
38,3,1,400,600,99,0,1,0,100,
341,1,1,1,1,99,9,9,1,100,
23,0,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
