-1,-1,-1
-1
60,0,3,100,3,100,13,10,1,0,1,1,-1
60,0,66,100,66,100,13,10,1,0,1,1,-1
62,0,66,99,67,100,13,10,1,0,1,1,-1
62,0,67,100,67,100,13,10,1,0,1,1,-1
64,0,66,99,68,100,13,10,1,0,1,1,-1
64,0,48,100,48,100,13,10,1,0,1,1,-1
65,0,66,99,67,100,13,10,1,0,1,1,-1
62,0,66,99,47,100,13,10,1,0,1,1,-1
64,0,68,100,68,100,13,10,1,0,1,1,-1
65,0,67,100,67,100,13,10,1,0,1,1,-1
68,0,48,99,47,100,13,10,1,0,1,1,-1
67,0,66,100,66,100,13,10,1,0,1,1,-1
70,0,66,99,68,100,13,10,1,0,1,1,-1
72,0,67,100,67,100,13,10,1,0,1,1,-1
75,0,66,100,66,100,13,10,1,0,1,1,-1
74,0,48,100,48,100,13,10,1,0,1,1,-1
80,0,31,100,31,100,13,10,1,0,1,1,-1
78,0,68,100,68,100,13,10,1,0,1,1,-1
82,0,67,100,67,100,13,10,1,0,1,1,-1
80,0,66,99,31,100,13,10,1,0,1,1,-1
83,0,30,100,30,100,13,10,1,0,1,1,-1
81,0,48,99,67,100,13,10,1,0,1,1,-1
85,0,66,99,68,100,13,10,1,0,1,1,-1
90,0,31,100,31,100,13,10,1,0,1,1,-1
82,0,66,100,66,100,13,10,1,0,1,1,-1
84,0,48,99,47,100,13,10,1,0,1,1,-1
87,0,32,100,32,100,13,10,1,0,1,1,-1
80,0,67,100,67,100,13,10,1,0,1,1,-1
85,0,66,100,66,100,13,10,1,0,1,1,-1
83,0,48,99,68,100,13,10,1,0,1,1,-1
82,0,66,100,66,100,13,10,1,0,1,1,-1
84,0,30,99,33,100,13,10,1,0,1,1,-1
85,0,66,100,66,100,13,10,1,0,1,1,-1
82,0,48,99,47,100,13,10,1,0,1,1,-1
80,0,67,100,67,100,13,10,1,0,1,1,-1
83,0,32,100,32,100,13,10,1,0,1,1,-1
85,0,66,99,67,100,13,10,1,0,1,1,-1
87,0,48,99,31,100,13,10,1,0,1,1,-1
86,0,30,100,30,100,13,10,1,0,1,1,-1
88,0,66,99,33,100,13,10,1,0,1,1,-1
90,0,48,99,68,100,13,10,1,0,1,1,-1
92,0,32,99,33,100,13,10,1,0,1,1,-1
90,0,67,100,67,100,13,10,1,0,1,1,-1
93,0,31,100,31,100,13,10,1,0,1,1,-1
87,0,66,100,66,100,13,10,1,0,1,1,-1
95,0,48,99,47,100,13,10,1,0,1,1,-1
105,0,30,99,68,100,13,10,1,0,1,1,-1
110,0,69,100,69,100,13,10,1,0,1,1,-1
-1
