21,0,0,0,0,0,   //城番号					
4500,990000,1,1,12,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
48,3,150,50,75,100,0,9,0,1000,	//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率				
48,6,300,75,150,100,0,9,0,1000,
53,3,450,75,150,100,0,6,0,250,
54,1,700,1,1,100,0,3,0,250,
48,0,600,450,900,100,0,9,0,1000,
53,0,1200,450,900,100,0,6,0,250,
54,0,1800,600,1200,100,0,3,0,250,
48,20,0,50,100,99,0,9,0,1000,
258,3,0,450,500,99,7,9,0,200,
54,3,0,1,1,99,3,3,0,250,
53,5,0,1,1,99,3,6,0,250,
48,5,0,1,1,99,3,9,0,1000,
54,8,0,100,150,99,3,3,0,250,
53,10,0,100,150,99,3,6,0,250,
48,15,0,100,150,99,3,9,0,1000,
126,8,0,150,250,99,3,6,0,200,
282,3,0,500,500,99,1,1,0,150,
55,1,0,1,1,99,0,0,1,400,
23,0,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
