0,-1,131,-1,-1
6
20,600,3,99,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8800,6,10000,5800,6,5000,500,3,1,-1
40,1200,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7700,6,20000,6300,3,1,500,0,1,-1
60,1800,3,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7100,4,1,2900,5,1,500,11,1,-1
80,2400,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7100,6,100000,4900,1,1,500,2,1,-1
100,3000,3,99,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6300,55,1,4200,0,1,500,11,1,-1
120,3600,3,99,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6900,6,150000,4900,4,1,500,5,1,-1
140,4200,32,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6300,1,1,3400,2,1,500,11,1,-1
160,4800,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6600,6,250000,3900,56,1,500,3,1,-1
180,5400,3,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6000,4,1,3000,5,1,500,11,1,-1
200,6000,3,99,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,5900,57,1,2200,0,1,500,12,1,-1
