Guerre de tranchées (maniaque)|＠
Le précipice (maniaque)|＠
Perchoir bestial (mortel)|＠
Entraînement d’une heure (maniaque)|＠
Entraînement d’un mois (mortel)|＠
Entraînement d’un an (mortel)|＠
10 mètres de fond (mortel)|＠
Lac de lave (maniaque)|＠
Nid du monstre (mortel)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Sanctuaire de berceau (mortel)
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
Chasse aux insectes (après-midi)|＠
Chasse aux insectes (soir)|＠
Chasse aux insectes (minuit)|＠
Nature au berceau (mortel)|＠
Nature au sommet (sans répit)|＠
Nature frontière (sans répit)|＠
036-00|＠
037-00|＠
038-00|＠
039-00|＠
040-00|＠
041-00|＠
042-00|＠
043-00|＠
044-00|＠
045-00|＠
046-00|＠
047-00|＠
048-00|＠
049-00|＠
050-00|＠
Chasse aux insectes (après-midi)|＠
Chasse aux insectes (après-midi)|＠
Chasse aux insectes (après-midi)|＠
Chasse aux insectes (soir)|＠
Chasse aux insectes (soir)|＠
Chasse aux insectes (soir)|＠
Chasse aux insectes (minuit)|＠
Chasse aux insectes (minuit)|＠
Chasse aux insectes (minuit)|＠
Forêt de pierre violette I|Forêt de pierre rouge I|＠
Forêt de pierre violette II|Forêt de pierre rouge II|Désert de pierre bleue II|Désert de pierre verte II|＠
Forêt de pierre violette III|Désert de pierre bleue III|Désert de pierre verte III|Forêt de pierre rouge III|Volcan de pierre jaune III|＠
Sanctuaire du berceau (mortel)|＠
Sanctuaire du sommet (sans répit)|＠
Sanctuaire de la frontière (sans répit)|＠
Forêt de pierre violette IV|Désert de pierre verte IV|Forêt de pierre rouge IV|Désert de pierre bleue IV|Volcan de pierre jaune IV|＠
Sanctuaire de berceau (mortel)|＠
Sanctuaire de sommet (sans répit)|＠
Sanctuaire de frontière (sans répit)|＠
