0|0|Con il Friskat, tutto è possibile.
0|0|La chiave dei desideri... ce l'hai in tasca.
0|0|Le 7 Sfere esaudiranno i tuoi desideri.
0|1|L'indicatore di caos è al MAX!
0|1|Il Gatto secchione ti porterà al successo!
0|1|Diventerai capoclasse a Miarvard!
0|2|Una fanciulla misteriosa scenderà dal cielo!
0|2|I 7 Dei della Fortuna ti appariranno innanzi!
0|2|100 ospiti verranno presto a trovarti!
0|3|Il mercato immobiliare sta per esplodere!
0|3|Qualsiasi cosa darà PROFITTO!
0|3|È ora di incassare i tuoi Gatti oro!
0|4|... scordatene e balla con me, invece!
0|4|In questa linea temporale, non l'hai perso.
0|4|Ricorda: l'onestà è la miglior strada.
0|5|Cerca tesori sepolti in giardino!
0|5|Gamatoto scoprirà una lussuosa sorgente termale.
0|5|Sceglierai sicuramente i numeri del lotto giusti.
0|6|Le tue abilità segrete si risveglieranno presto.
0|6|Il tuo viaggio per salvare il mondo inizierà presto.
0|6|Il tuo canale avrà un milione di follower.
0|7|Il momento di agire è ORA!
0|7|La potenza suprema è alla tua portata!
0|7|Le tue vittorie saranno decisive!
0|8|Sciamiao ha la cura perfetta per le tue malattie.
0|8|L'unica cura è diventare un cyborg.
0|8|Resterai in buona salute... probabilmente!
0|9|Presto risolverai l'enigma dell'amore!
0|9|La primavera porterà nuovi amori.
0|9|Scrivi una lettera d'amore col succo di limone.
1|0|Credi nella forza dei Gatti!
1|0|Non preoccuparti, mangia tutti i fagioli che vuoi!
1|0|Conta 3 stelle cadenti per vedere il Gatto divino.
1|1|Presto scoprirai la tua motivazione!
1|1|Devi impegnarti al 100%!
1|1|Ricorda gli insegnamenti di Professor Orso!
1|2|Sarà facile per te... fin troppo facile...
1|2|Ricorda: la fortuna è un triciclo.
1|2|Correrai i 100 m piani in 9 secondi esatti.
1|3|Diventerai professionista di un genere popolare.
1|3|Commetterai degli errori, ma ne uscirai a testa alta.
1|3|Ultimamente i miagrumi epici vanno via come il pane...
1|4|Ciò che hai perso è nella Base felina!
1|4|Qualcosa si nasconde nella Rimessa.
1|4|Presto tornerà qualcosa che avevi messo da parte.
1|5|Troverai una banconota da $20 nella tasca del soprabito.
1|5|Non dimenticarti di lavare i piatti!
1|5|Ci sono cose più importanti dei soldi.
1|6|Perché non investire in una seconda casa?
1|6|Truffa i truffatori prima che ti truffino!
1|6|Conoscerai degli adorabili Gatti del vicinato!
1|7|Ogni confitto è vuoto.
1|7|Un vero maestro conosce sempre i suoi nemici.
1|7|Non affidarti solo ai Gatti ultra, ok?
1|8|La cura migliore è una buona dormita.
1|8|Un giorno inizierai a sentire quei dolori.
1|8|Ricordati di prendere le vitamine.
1|9|Va tutto bene, impazzisci pure!
1|9|C'è sempre un'altra battaglia da vincere!
1|9|La sofferenza per un rifiuto svanisce col tempo.
2|0|Il tuo desiderio si avvererà quando l'avrai dimenticato.
2|0|Ricordati di prendere appunti!
2|0|Dona ai tuoi enti benefici!
2|1|Per fare soldi ci vogliono soldi!
2|1|Prova a mirare un po' più a sinistra.
2|1|Diventerai più intelligente di un Gatto CPU!
2|2|La risposta è nei tuoi sogni.
2|2|Sta arrivando... con mezz'ora di ritardo.
2|2|Se guardi a sinistra, arriverà da destra.
2|3|Finalmente avrai presto una promozione!
2|3|Nel tuo armadio c'è un tesoro nascosto.
2|3|Aspetta le offerte per comprare i Gatti speciali!
2|4|Ricorda di cambiare la password ogni mese!
2|4|Dai spazio allo spirito d'avventura di Gamatoto!
2|4|Potresti dover tornare a vivere dai tuoi.
2|5|Il tuo amuleto portafortuna è a sinistra.
2|5|Affronta il futuro a testa alta!
2|5|Esitare... è perdere.
2|6|Farai amicizia con un eroe del posto.
2|6|Viaggerai senza problemi.
2|6|Rilassati con sicurezza!
2|7|Fai il meglio che puoi, ok?
2|7|Non cedere a una violenza inutile!
2|7|Un cane ti amerà per sempre.
2|8|Non stuzzicare gli animali selvatici o ti morderanno.
2|8|Per un pelle splendida, assicurati di dormire bene.
2|8|Ricordati di fare il vaccino antinfluenzale!
2|9|Un danni ad area in più non fa mai male.
2|9|Cammina mano nella mano con il tuo amore.
2|9|Rispondi di sì. Chissà cosa può accadere?
3|0|Dipende tutto dal tuo impegno.
3|0|La felicità vera è a due dimensioni
3|0|Oggi non ho molto altro da dire!
3|1|Forse la risposta è nei tuoi vecchi libri di scuola.
3|1|Ti concentri troppo sui Gatti per pensare lucidamente.
3|1|Non preoccuparti, ci pensa il Gatto divino.
3|2|Prova ad aspettare all'altro ingresso.
3|2|La fortuna... è nell'altro emisfero.
3|2|Attiva il segnale e apparirà!
3|3|Non ora. Torna tra due anni.
3|3|Sorteggia una Miaocapsula per scoprire il tuo destino.
3|3|Quel bellissimo Gatto sarà presto in offerta.
3|4|Troverai ciò che vuoi, ma di seconda mano.
3|4|Ciò che desideri è stato messo all'asta oggi.
3|4|Lo troverai al banco dei pegni!
3|5|Potresti avere un aumento... l'anno prossimo.
3|5|Ora il tuo feng shui è perfetto.
3|5|Altri punti ti assicureranno la vittoria!
3|6|Resterai bloccato in un ingorgo di 100 km.
3|6|La tua fortuna si trova in un castello conquistato.
3|6|Porta i tuoi Gatti in giro per il mondo!
3|7|Una ritirata ti porterà a una futura vittoria.
3|7|Impara quando schierare i Gatti super rari!
3|7|È ora di evolvere nella tua Forma Reale!
3|8|Il dolore fa male solo se glielo permetti.
3|8|Non mangiare niente che sia caduto per terra.
3|8|Non fare esercizi senza riscaldamento!
3|9|Mostra un po' d'amore al tuo Gatto più prossimo!
3|9|Scatta alcune foto per ricordarti di oggi.
3|9|Fare carpooling con gli amici ti porterà fortuna.
4|0|Il tuo prossimo sogno si avvererà di certo.
4|0|No comment.
4|0|Un desiderio su un gatto randagio si avvererà.
4|1|Il voto del tuo prossimo compito sarà... insufficiente.
4|1|Farai più progressi... nelle pulizie.
4|1|L'università che frequenti chiuderà i battenti...
4|2|Ti verrà a trovare solo il postino.
4|2|Un misterioso guerriero ti lancerà una sfida.
4|2|Il tuo visitatore è arrivato... ieri.
4|3|Non lasciare decisioni importanti a un Gatto.
4|3|Nessuno vuole quella cosa, nemmeno gratis.
4|3|Gory farà scappare i tuoi migliori clienti.
4|4|Il tuo tesoro verrà ricordato come leggendario.
4|4|Ciò che vuoi è nascosto nella tana di un mostro.
4|4|Verrà scambiato per XP...
4|5|Troverai $20, ma perderai il portafogli.
4|5|Non fidarti dell'e-mail di quell'estraneo.
4|5|Un Gatto ti ruberà tutte le monete.
4|6|Quelle acque termali ti daranno l'orticaria.
4|6|Il souvenir che hai portato si romperà.
4|6|Se devi andare, fallo oggi!
4|7|Perderai contro un Ippo.
4|7|Fa' attenzione o beccherai una freccia nel ginocchio.
4|7|Miss. Cartello distruggerà la tua Base felina.
4|8|Non morderti l'interno della guancia.
4|8|Il tuo stomaco... è sottosopra...
4|8|Evita i bignè se temi di far cadere la crema.
4|9|Vogliono solo essere amici...
4|9|Tutti i tuoi amici troveranno presto l'amore.
4|9|Fa' attenzione all'ombra del Gatto ladro...
5|0|L'avidità ti porterà alla rovina.
5|0|Il desiderio del tuo rivale si avvererà.
5|0|La tua paura è in realtà la tua più grande opportunità!
5|1|Un cane si mangerà i tuoi compiti.
5|1|Ti addormenterai durante gli sforzi dell'ultimo minuto.
5|1|Andrai in confusione al prossimo compito in classe.
5|2|Sono dietro di te... ADESSO!
5|2|Miss. Cartello si stancherà presto di aspettare...
5|2|Chi aspetti si presenterà con un cappello bruttissimo.
5|3|Il tuo gruppo di improvvisazione si indebiterà.
5|3|Un Gatto ladro è a casa tua in questo momento!
5|3|I cani scappano alla tua vista...
5|4|Ciò che vuoi... si trova in fondo al mare.
5|4|Niente di ciò che desideri andrà perduto.
5|4|Qualcuno nella tua famiglia comprerà ciò che vuoi.
5|5|Non acquistare quel vaso sospetto.
5|5|Attenzione ai DANNI CRITICI!
5|5|Un Gatto del posto svuoterà il tuo conto in banca.
5|6|Andrai alla deriva in mezzo all'oceano.
5|6|Verrai portato in un antico regno.
5|6|Non farti risucchiare da un buco nero!
5|7|Ciò che darai, ti tornerà raddoppiato!
5|7|Sei il prossimo bersaglio dell'Orso assassino...
5|7|Subirai la sconfitta anche se continui...
5|8|... Faresti meglio a non dire quello che pensi.
5|8|Quello strano sfogo guarirà tra 3 mesi.
5|8|QUELLO comincerà presto a crescere.
5|9|Quella lettera d'amore è stata inviata per sbaglio
5|9|Tutto acquisirà senso mentre avrai le dita nel naso.
5|9|La tua cotta capirà solo 1/10 dei tuoi sentimenti.
