8,0,127,   	//0北海道
0,2,127,   	//1青森
0,4,127,   	//2秋田
0,4,127,   	//3岩手
0,0,127,   	//4山形
-4,0,127,   //5宮城
0,0,127, 		//6福島
0,2,127,   	//7茨城
0,0,127,   	//8栃木
0,0,127, 		//9群馬
0,0,127,   	//10埼玉
0,0,127,   	//11東京
0,0,127, 		//12千葉
0,0,127,   	//13神奈川
-8,0,127,   //14新潟
-4,0,127, 	//15長野
0,0,127,   	//16山梨
-4,0,127,   //17静岡
-4,0,127,  	//18富山
-8,0,127,   //19岐阜
-4,0,127,   //20愛知
-8,0,127,   //21石川
0,0,127, 		//22福井
0,0,127,   	//23滋賀
2,0,127,   	//24三重
2,0,127,  	//25奈良
4,1,127,   	//26京都
-8,0,127,   //27大阪
-4,0,127, 	//28和歌山
-2,0,127,   //29兵庫
-4,0,127,   //30鳥取
-8,0,127,  	//31岡山
2,0,127,  	//32島根
-4,0,127,   //33広島
-2,0,127, 	//34山口
-4,0,127,   //35香川
0,0,127,   	//36徳島
0,0,127, 		//37愛媛
0,0,127,   	//38高知
-4,0,127,   //39福岡
0,0,127,  	//40大分
0,0,127,   	//41宮崎
-4,0,127,  	//42熊本
0,0,127, 		//43鹿児島
0,0,127,  	//44佐賀
0,0,127,  	//45長崎
0,0,127,   	//46沖縄
0,0,156,   	//47西表島
0,0,156,  	//48チャレンジ用
-4,0,127,   //49ケリ姫(51のステージを使用)
-4,0,127,   //50ケリ姫(51のステージを使用)
-999,0,127,	//終了

