3,-1,-1,-1,-1,				//マップ番号(0～17)，アイテム報酬型ステージ設定(-1:OFF)，スコア報酬型ステージ設定(-1:OFF)，ステージ表示タイミング，プレイ可能タイミング，
3,					//マップ番号によるマップパターン(0～3)，
100,1900,30,99,33,8,30065,1,-4,2,30066,1,8,30070,1,2,30071,1,8,30075,1,2,30076,1,4,30000,1,1,30001,1,4,30005,1,1,30006,1,-1,		//1ステージ


//追加本能玉ステージ・赤い敵・その１
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0