gatyaID	seed	group	sort	require	text	growup
30	1	0	0	5	matatabi_growup_1	97	35	3	40
31	1	1	1	5	matatabi_growup_1	97	36	3	40
32	1	2	2	5	matatabi_growup_1	97	37	3	40
33	1	3	3	5	matatabi_growup_1	97	38	3	40
34	1	4	4	5	matatabi_growup_1	97	39	3	40
35	0	0	100
36	0	1	101
37	0	2	102
38	0	3	103
39	0	4	104
40	0	5	105
41	1	6	7	5	matatabi_growup_2	1	42
42	0	6	107
43	1	5	5	5	matatabi_growup_2	1	40
44	0	7	108
160	1	8	6	5	matatabi_growup_2	1	161
161	0	8	106
164	1	7	8	5	matatabi_growup_2	1	44
167	0	9	200
168	0	9	201
169	0	9	202
170	0	9	203
171	0	9	204
									
