84,						//アイテム報酬型ステージ設定(-1:OFF)
7,						//全ステージ数
0,6000,3,99,31,1,42,1,0,100,41,1,-1,			//022_00
0,6000,32,99,33,1,42,1,0,100,41,1,-1,			//022_01
0,6000,3,99,33,1,42,1,0,100,41,1,-1,		//022_02
0,6000,30,99,31,1,42,1,0,100,41,1,-1,		//022_03
0,6000,48,99,47,1,42,1,0,100,41,1,-1,		//022_04
0,6000,3,99,32,1,42,1,0,100,41,1,-1,			//022_05
0,6000,30,100,30,1,42,1,0,100,41,1,-1,		//022_06


//EXマップ 022
//1行目　　：このEXマップの全ステージ数
//2行目　　：マップ番号によるマップパターン(0～3),
//3行目以降：消費統率力,クリア時の獲得XP,サウンド(スタート時),サウンド(ボス出現時の城体力％),サウンド(ボス),アイテム入手確率,アイテム番号,貰える数,
