0	0	51fjue	世界編第1章韓国クリア
0	1	u0nhzt	世界編第1章モンゴルクリア
0	2	dpyg99	世界編第1章中国クリア
0	5	r17404	世界編第1章フィリピンクリア
0	6	ygqevk	世界編第1章日本クリア
0	7	9bul93	世界編第1章オーストラリアクリア
0	8	9cer7l	世界編第1章シンガポールクリア
0	11	hte308	世界編第1章ネパールクリア
0	12	dpc31c	世界編第1章ドバイクリア
0	13	g8ubj5	世界編第1章サウジアラビアクリア
0	16	udk345	世界編第1章南アフリカクリア
0	17	xyxees	世界編第1章ガーナクリア
0	18	979xac	世界編第1章サハラ砂漠クリア
0	25	4aqd0n	世界編第1章スペインクリア
0	26	57txr8	世界編第1章フランスクリア
0	27	ko965z	世界編第1章ドイツクリア
0	38	ykrsm0	世界編第1章アルゼンチンクリア
0	39	isttu6	世界編第1章マチュピチュクリア
0	40	ijput9	世界編第1章イースター島クリア
0	46	sdlln5	世界編第1章ハワイクリア
0	47	e53kx9	世界編第1章月クリア
1	0	7ktnjj	世界編第2章韓国クリア
1	1	e42ika	世界編第2章モンゴルクリア
1	2	2mtzjj	世界編第2章中国クリア
1	38	epeclg	世界編第2章アルゼンチンクリア
1	39	dsndcu	世界編第2章マチュピチュクリア
1	40	11bnu4	世界編第2章イースター島クリア
1	46	zc7rv6	世界編第2章ハワイクリア
1	47	jphqoc	世界編第2章月クリア
2	0	w8q0oh	世界編第3章韓国クリア
2	1	rqygla	世界編第3章モンゴルクリア
2	2	p0tqe0	世界編第3章中国クリア
2	38	x3xw53	世界編第3章アルゼンチンクリア
2	39	eqk7b5	世界編第3章マチュピチュクリア
2	40	81p1o8	世界編第3章イースター島クリア
2	46	v1nkbo	世界編第3章ハワイクリア
2	47	cc5exa	世界編第3章月クリア
4	0	mb0xke	未来編第1章日本クリア
4	1	dpuia5	未来編第1章韓国クリア
4	4	qzodur	未来編第1章ロシアクリア
4	5	dwpf5g	未来編第1章ノルウェークリア
4	6	67uxvz	未来編第1章イギリスクリア
4	14	30sh3v	未来編第1章トルコクリア
4	15	1h2na4	未来編第1章ドバイクリア
4	16	adxvlg	未来編第1章インドクリア
4	18	j0gnty	未来編第1章タイクリア
4	19	lsuprb	未来編第1章カンボジアクリア
4	20	f60h7g	未来編第1章フィリピンクリア
4	22	cwk34b	未来編第1章オーストラリアクリア
4	23	i9xgcn	未来編第1章深淵の大渦クリア
4	24	e028vs	未来編第1章マダガスカルクリア
4	45	41u6ab	未来編第1章ブラジルクリア
4	46	zhnjx7	未来編第1章浮遊大陸クリア
4	47	wy63rh	未来編第1章月クリア
5	0	spusey	未来編第2章日本クリア
5	1	9jf4qr	未来編第2章韓国クリア
5	22	fz93x6	未来編第2章オーストラリアクリア
5	23	2ul5u7	未来編第2章深淵の大渦クリア
5	24	ins5ss	未来編第2章マダガスカルクリア
5	45	b5mx7g	未来編第2章ブラジルクリア
5	46	ho95q3	未来編第2章浮遊大陸クリア
5	47	e6v9xp	未来編第2章月クリア
6	0	ebrsop	未来編第3章日本クリア
6	1	lx87a5	未来編第2章韓国クリア
6	22	f0vk34	未来編第2章オーストラリアクリア
6	23	d2mzbc	未来編第2章深淵の大渦クリア
6	24	1un3eu	未来編第2章マダガスカルクリア
6	45	2yodmh	未来編第2章ブラジルクリア
6	46	pemfmb	未来編第3章浮遊大陸クリア
6	47	4pfm50	未来編第3章月クリア
7	0	ikiac0	宇宙編第1章地球クリア
7	23	6rorhg	宇宙編第1章惑星スナッククリア
7	47	4v2p5i	宇宙編第1章ビッグバンクリア
8	0	hebyfw	宇宙編第2章地球クリア
8	23	m3nk1f	宇宙編第2章惑星スナッククリア
8	47	m1e6fa	宇宙編第2章ビッグバンクリア
9	0	ye6u8q	宇宙編第3章地球クリア
9	23	5s5rcj	宇宙編第3章惑星スナッククリア
9	47	6vjw8p	宇宙編第3章ビッグバンクリア
