247,246,245,211,210,209,-1,				// 0:NG【4.5.0】にゃんこ福引
205,206,207,208,209,210,211,-1,				// 1:NG【4.2.0】モンハン大狩猟クエスト
266,265,264,263,262,247,246,245,211,210,209,-1,		// 2:NG【4.7.0】にゃんパズル＆ねば～る君
313,312,311,247,246,245,211,210,209,-1,			// 3:NG【5.7.0】2016にゃんこ福引
313,312,311,247,246,245,211,210,209,-1,			// 4:NG【5.10.0】にゃんこ福引2017春
313,312,311,247,246,245,211,210,209,-1,			// 5:NG【6.0.0】にゃんこ福引2017GW
313,312,311,247,246,245,211,210,209,-1,			// 6:NG【6.1.0】にゃんこ福引2017梅雨
313,312,311,247,246,245,211,210,209,-1,			// 7:NG【6.3.0】にゃんこ福引2017夏
313,312,311,247,246,245,211,210,209,-1,			// 8:NG【6.4.0】にゃんこ福引2017銀週間
313,312,311,247,246,245,211,210,209,-1,			// 9:NG【6.7.0】にゃんこ福引2018正月
313,312,311,247,246,245,211,210,209,-1,			//10:NG【6.9.0】にゃんこ福引2018受験
313,312,311,247,246,245,211,210,209,-1,			//11:NG【7.0.0】にゃんこ福引2018GW
477,476,475,474,-1,					//12:NG【8.5.0】ビックリマン（チョコ）
557,477,476,475,474,-1,					//13:  【9.7.0】ビックリマン（チョコ）
616,615,381,7,-1,					//14:  【10.7.0】ねこのなつやすみ（虫取り網）
626,627,628,-1,						//15:  【10.10.0】JRA（にんじん）
375,342,213,184,-1,					//16:  【11.0.0】箱の中身クイズ（はてなボックス）
646,202,-1,						//17:  【11.2.0】春節イベント（伝説の縁起物）
650,651,652,-1,						//18:  【11.3.0】トキメキにゃんこ学園（伝説のラブレター）
665,248,-1,						//19:  【11.6.0】悪魔のジューンブライド（伝説の聖水）
670,616,615,381,7,-1,					//20:  【11.7.0】ねこのなつやすみ（伝説の虫取り網）
-1,	//21セット(ユニット)
-1,	//22セット(ユニット)
-1,	//23セット(ユニット)
-1,	//24セット(ユニット)
-1,	//25セット(ユニット)
-1,	//26セット(ユニット)
-1,	//27セット(ユニット)
-1,	//28セット(ユニット)
-1,	//29セット(ユニット)
-1,	//30セット(ユニット)
-1,	//31セット(ユニット)
-1,	//32セット(ユニット)
-1,	//33セット(ユニット)
-1,	//34セット(ユニット)
-1,	//35セット(ユニット)
-1,	//36セット(ユニット)
-1,	//37セット(ユニット)
-1,	//38セット(ユニット)
-1,	//39セット(ユニット)
-1,	//40セット(ユニット)
-1,	//41セット(ユニット)
-1,	//42セット(ユニット)
-1,	//43セット(ユニット)
-1,	//44セット(ユニット)
-1,	//45セット(ユニット)
-1,	//46セット(ユニット)
-1,	//47セット(ユニット)
-1,	//48セット(ユニット)
-1,	//49セット(ユニット)
-1,	//50セット(ユニット)
-1,	//51セット(ユニット)
-1,	//52セット(ユニット)
-1,	//53セット(ユニット)
-1,	//54セット(ユニット)
-1,	//55セット(ユニット)
-1,	//56セット(ユニット)
-1,	//57セット(ユニット)
-1,	//58セット(ユニット)
-1,	//59セット(ユニット)
-1,	//60セット(ユニット)
-1,	//61セット(ユニット)
-1,	//62セット(ユニット)
-1,	//63セット(ユニット)
-1,	//64セット(ユニット)
-1,	//65セット(ユニット)
-1,	//66セット(ユニット)
-1,	//67セット(ユニット)
-1,	//68セット(ユニット)
-1,	//69セット(ユニット)
-1,	//70セット(ユニット)
-1,	//71セット(ユニット)
-1,	//72セット(ユニット)
-1,	//73セット(ユニット)
-1,	//74セット(ユニット)
-1,	//75セット(ユニット)
-1,	//76セット(ユニット)
-1,	//77セット(ユニット)
-1,	//78セット(ユニット)
-1,	//79セット(ユニット)
-1,	//80セット(ユニット)
-1,	//81セット(ユニット)
-1,	//82セット(ユニット)
-1,	//83セット(ユニット)
-1,	//84セット(ユニット)
-1,	//85セット(ユニット)
-1,	//86セット(ユニット)
-1,	//87セット(ユニット)
-1,	//88セット(ユニット)
-1,	//89セット(ユニット)
-1,	//90セット(ユニット)
-1,	//91セット(ユニット)
-1,	//92セット(ユニット)
-1,	//93セット(ユニット)
-1,	//94セット(ユニット)
-1,	//95セット(ユニット)
-1,	//96セット(ユニット)
-1,	//97セット(ユニット)
-1,	//98セット(ユニット)
-1,	//99セット(ユニット)
-1,	//100セット(ユニット


(ユニット)
//注意!!ユニットの番号ではなく画像番号なので注意!!NO.がひとつ少ない。
//ネコカンで回す	or レアガチャチケット
//-1の後は自動的に-1がすべて入る。(-1は存在しないと意味です。)
//0:ネコ
//1:タンクネコ～
//52,51,50,49,48,47,46,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,-1,	ALLセット(ユニット)

//追加
//-1,の後に追加
//0:基本ガチャ
//1:ダイナマイツガチャ
//2:バサラーズガチャ
//3:ギャラクシーギャルズ
//4:ドラゴンエンペラーズ
//5：レッドバスターズ
//6：ウルトラソウルズ
//…　現在は無し
//16:スペシャル
//17:コラボガチャ
