15,131,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
4,					//マップパターン 0～
80,7200,3,90,33,5,1166,1,1,10,6,30000,-1,	//1ステージ
100,9800,30,99,31,10,1166,1,1,10,6,50000,-1, //2ステージ
120,13200,3,99,32,15,1166,1,1,10,6,75000,-1, //3ステージ
150,18000,31,100,31,25,1166,1,1,10,6,100000,-1, //4ステージ
200,30000,30,99,33,50,1166,1,1,10,6,150000,-1, //5ステージ


//ＤＨその１
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
