-1,						//アイテム報酬型ステージ設定(-1:OFF)
3,						//全ステージ数
0,4000,3,100,3,8,30080,1,-4,2,30081,1,8,30085,1,2,30086,1,8,30090,1,2,30091,1,4,30010,1,1,30011,1,4,30015,1,1,30016,1,-1,			//045_00ステージ
0,4000,31,100,31,8,30081,1,-4,2,30082,1,8,30086,1,2,30087,1,8,30091,1,2,30092,1,4,30011,1,1,30012,1,4,30016,1,1,30017,1,-1			//045_01ステージ
0,4000,30,99,33,8,30082,1,-4,2,30083,1,8,30087,1,2,30088,1,8,30092,1,2,30093,1,4,30012,1,1,30013,1,4,30017,1,1,30018,1,-1,			//045_02ステージ


//EXマップ 045
//1行目　　：このEXマップの全ステージ数
//2行目　　：マップ番号によるマップパターン(0～3),
//3行目以降：消費統率力,クリア時の獲得XP,サウンド(スタート時),サウンド(ボス出現時の城体力％),サウンド(ボス),アイテム入手確率,アイテム番号,貰える数,










