3000000,1,0,574
3000001,1,0,574
3000002,1,0,574
3000003,1,0,574
3000004,1,0,574
3000005,1,0,574
3000006,1,0,574
3000007,1,0,574
3000008,1,0,574
3000009,1,0,574
3000010,1,0,574
3000011,1,0,574
3000012,1,0,574
3000013,1,0,574
3000014,1,0,574
3000015,1,0,574
3000016,1,0,574
3000017,1,0,574
3000018,1,0,574
3000019,1,0,574
3000020,1,0,574
3000021,1,0,574
3000022,1,0,574
3000023,1,0,574
3000024,1,0,574
3000025,1,0,574
3000026,1,0,574
3000027,1,0,574
3000028,1,0,574
3000029,1,0,574
3000030,1,0,574
3000031,1,0,574
3000032,1,0,574
3000033,1,0,574
3000034,1,0,574
3000035,1,0,574
3000036,1,0,574
3000037,1,0,574
3000038,1,0,574
3000039,1,0,574
3000040,1,0,574
3000041,1,0,574
3000042,1,0,574
3000043,1,0,574
3000044,1,0,574
3000045,1,0,574
3000046,1,0,574
3000047,1,0,574
3000048,1,0,574
404200,0,1,574

//ステージID
//基本Lv解放値
//Lv＋値解放フラグ
//悪魔城ID
