600,0,2,			//ガマトトLv「 1」での経験値，発見補正，着替えパターン，
2400,2,2,			//ガマトトLv「 2」での経験値，発見補正，着替えパターン，
10900,4,3,			//ガマトトLv「 3」での経験値，発見補正，着替えパターン，
16900,6,3,			//ガマトトLv「 4」での経験値，発見補正，着替えパターン，
23000,8,3,			//ガマトトLv「 5」での経験値，発見補正，着替えパターン，
44100,10,4,			//ガマトトLv「 6」での経験値，発見補正，着替えパターン，
65300,12,4,			//ガマトトLv「 7」での経験値，発見補正，着替えパターン，
86500,14,4,			//ガマトトLv「 8」での経験値，発見補正，着替えパターン，
107700,16,4,			//ガマトトLv「 9」での経験値，発見補正，着替えパターン，
168200,18,5,			//ガマトトLv「10」での経験値，発見補正，着替えパターン，
228700,20,5,			//ガマトトLv「11」での経験値，発見補正，着替えパターン，
289200,22,5,			//ガマトトLv「12」での経験値，発見補正，着替えパターン，
349700,24,5,			//ガマトトLv「13」での経験値，発見補正，着替えパターン，
444000,26,6,			//ガマトトLv「14」での経験値，発見補正，着替えパターン，
538400,28,6,			//ガマトトLv「15」での経験値，発見補正，着替えパターン，
632800,30,6,			//ガマトトLv「16」での経験値，発見補正，着替えパターン，
727200,32,6,			//ガマトトLv「17」での経験値，発見補正，着替えパターン，
821600,34,6,			//ガマトトLv「18」での経験値，発見補正，着替えパターン，
1003100,36,7,			//ガマトトLv「19」での経験値，発見補正，着替えパターン，
1184600,38,7,			//ガマトトLv「20」での経験値，発見補正，着替えパターン，
1366100,40,7,			//ガマトトLv「21」での経験値，発見補正，着替えパターン，
1547600,42,7,			//ガマトトLv「22」での経験値，発見補正，着替えパターン，
1729100,44,7,			//ガマトトLv「23」での経験値，発見補正，着替えパターン，
1917600,46,8,			//ガマトトLv「24」での経験値，発見補正，着替えパターン，
2106200,48,8,			//ガマトトLv「25」での経験値，発見補正，着替えパターン，
2294700,50,8,			//ガマトトLv「26」での経験値，発見補正，着替えパターン，
2483300,52,8,			//ガマトトLv「27」での経験値，発見補正，着替えパターン，
2671800,54,8,			//ガマトトLv「28」での経験値，発見補正，着替えパターン，
2860400,56,8,			//ガマトトLv「29」での経験値，発見補正，着替えパターン，
3102400,58,9,			//ガマトトLv「30」での経験値，発見補正，着替えパターン，
3344400,60,9,			//ガマトトLv「31」での経験値，発見補正，着替えパターン，
3586400,62,9,			//ガマトトLv「32」での経験値，発見補正，着替えパターン，
3828400,64,9,			//ガマトトLv「33」での経験値，発見補正，着替えパターン，
4070400,66,9,			//ガマトトLv「34」での経験値，発見補正，着替えパターン，
4312400,68,9,			//ガマトトLv「35」での経験値，発見補正，着替えパターン，
4590700,70,10,			//ガマトトLv「36」での経験値，発見補正，着替えパターン，
4869000,72,10,			//ガマトトLv「37」での経験値，発見補正，着替えパターン，
5147300,74,10,			//ガマトトLv「38」での経験値，発見補正，着替えパターン，
5425600,76,10,			//ガマトトLv「39」での経験値，発見補正，着替えパターン，
5703900,78,10,			//ガマトトLv「40」での経験値，発見補正，着替えパターン，
5982200,80,10,			//ガマトトLv「41」での経験値，発見補正，着替えパターン，
6260500,82,10,			//ガマトトLv「42」での経験値，発見補正，着替えパターン，
6575100,84,11,			//ガマトトLv「43」での経験値，発見補正，着替えパターン，
6889700,86,11,			//ガマトトLv「44」での経験値，発見補正，着替えパターン，
7204300,88,11,			//ガマトトLv「45」での経験値，発見補正，着替えパターン，
7518900,90,11,			//ガマトトLv「46」での経験値，発見補正，着替えパターン，
7833500,92,11,			//ガマトトLv「47」での経験値，発見補正，着替えパターン，
8148100,94,11,			//ガマトトLv「48」での経験値，発見補正，着替えパターン，
8462700,96,11,			//ガマトトLv「49」での経験値，発見補正，着替えパターン，
8822700,98,12,			//ガマトトLv「50」での経験値，発見補正，着替えパターン，
9182600,100,12,			//ガマトトLv「51」での経験値，発見補正，着替えパターン，
9509300,102,12,			//ガマトトLv「52」での経験値，発見補正，着替えパターン，
9836000,104,12,			//ガマトトLv「53」での経験値，発見補正，着替えパターン，
10162800,106,12,		//ガマトトLv「54」での経験値，発見補正，着替えパターン，
10489500,108,12,		//ガマトトLv「55」での経験値，発見補正，着替えパターン，
10816200,110,12,		//ガマトトLv「56」での経験値，発見補正，着替えパターン，
11142900,112,12,		//ガマトトLv「57」での経験値，発見補正，着替えパターン，
11528500,114,13,		//ガマトトLv「58」での経験値，発見補正，着替えパターン，
11914200,116,13,		//ガマトトLv「59」での経験値，発見補正，着替えパターン，
12299900,118,13,		//ガマトトLv「60」での経験値，発見補正，着替えパターン，
12685600,120,13,		//ガマトトLv「61」での経験値，発見補正，着替えパターン，
13071300,122,13,		//ガマトトLv「62」での経験値，発見補正，着替えパターン，
13457000,124,13,		//ガマトトLv「63」での経験値，発見補正，着替えパターン，
13842700,126,13,		//ガマトトLv「64」での経験値，発見補正，着替えパターン，
14228400,128,13,		//ガマトトLv「65」での経験値，発見補正，着替えパターン，
14614000,130,13,		//ガマトトLv「66」での経験値，発見補正，着替えパターン，
15088320,132,14,		//ガマトトLv「67」での経験値，発見補正，着替えパターン，
15562640,134,14,		//ガマトトLv「68」での経験値，発見補正，着替えパターン，
16036960,136,14,		//ガマトトLv「69」での経験値，発見補正，着替えパターン，
16511280,138,14,		//ガマトトLv「70」での経験値，発見補正，着替えパターン，
16985600,140,14,		//ガマトトLv「71」での経験値，発見補正，着替えパターン，
17569380,142,15,		//ガマトトLv「72」での経験値，発見補正，着替えパターン，
18153160,144,15,		//ガマトトLv「73」での経験値，発見補正，着替えパターン，
18736940,146,15,		//ガマトトLv「74」での経験値，発見補正，着替えパターン，
19320720,148,15,		//ガマトトLv「75」での経験値，発見補正，着替えパターン，
19904500,150,15,		//ガマトトLv「76」での経験値，発見補正，着替えパターン，
20539750,152,15,		//ガマトトLv「77」での経験値，発見補正，着替えパターン，
21175000,154,15,		//ガマトトLv「78」での経験値，発見補正，着替えパターン，
21810250,156,15,		//ガマトトLv「79」での経験値，発見補正，着替えパターン，
22445500,158,15,		//ガマトトLv「80」での経験値，発見補正，着替えパターン，
23080750,160,15,		//ガマトトLv「81」での経験値，発見補正，着替えパターン，
23716000,162,15,		//ガマトトLv「82」での経験値，発見補正，着替えパターン，
24630760,164,16,		//ガマトトLv「83」での経験値，発見補正，着替えパターン，
25545520,166,16,		//ガマトトLv「84」での経験値，発見補正，着替えパターン，
26460280,168,16,		//ガマトトLv「85」での経験値，発見補正，着替えパターン，
27375040,170,16,		//ガマトトLv「86」での経験値，発見補正，着替えパターン，
28289800,172,16,		//ガマトトLv「87」での経験値，発見補正，着替えパターン，
29277967,174,17,		//ガマトトLv「88」での経験値，発見補正，着替えパターン，
30266133,176,17,		//ガマトトLv「89」での経験値，発見補正，着替えパターン，
31254300,178,17,		//ガマトトLv「90」での経験値，発見補正，着替えパターン，
32242467,180,17,		//ガマトトLv「91」での経験値，発見補正，着替えパターン，
33230633,182,17,		//ガマトトLv「92」での経験値，発見補正，着替えパターン，
34218800,184,17,		//ガマトトLv「93」での経験値，発見補正，着替えパターン，
35376367,186,18,		//ガマトトLv「94」での経験値，発見補正，着替えパターン，
36533933,188,18,		//ガマトトLv「95」での経験値，発見補正，着替えパターン，
37691500,190,18,		//ガマトトLv「96」での経験値，発見補正，着替えパターン，
38849067,192,18,		//ガマトトLv「97」での経験値，発見補正，着替えパターン，
40006633,194,18,		//ガマトトLv「98」での経験値，発見補正，着替えパターン，
41164200,196,18,		//ガマトトLv「99」での経験値，発見補正，着替えパターン，
43000000,400,19,		//ガマトトLv「100」での経験値，発見補正，着替えパターン，
44835800,402,19,		//ガマトトLv「101」での経験値，発見補正，着替えパターン，
46671600,404,19,		//ガマトトLv「102」での経験値，発見補正，着替えパターン，
48507400,406,19,		//ガマトトLv「103」での経験値，発見補正，着替えパターン，
50343200,408,19,		//ガマトトLv「104」での経験値，発見補正，着替えパターン，
52179000,410,19,		//ガマトトLv「105」での経験値，発見補正，着替えパターン，
54014800,412,19,		//ガマトトLv「106」での経験値，発見補正，着替えパターン，
55850600,414,19,		//ガマトトLv「107」での経験値，発見補正，着替えパターン，
57784600,416,20,		//ガマトトLv「108」での経験値，発見補正，着替えパターン，
59718600,418,20,		//ガマトトLv「109」での経験値，発見補正，着替えパターン，
61652600,420,20,		//ガマトトLv「110」での経験値，発見補正，着替えパターン，
63586600,422,20,		//ガマトトLv「111」での経験値，発見補正，着替えパターン，
65520600,424,20,		//ガマトトLv「112」での経験値，発見補正，着替えパターン，
67454600,426,20,		//ガマトトLv「113」での経験値，発見補正，着替えパターン，
69388600,428,20,		//ガマトトLv「114」での経験値，発見補正，着替えパターン，
71322600,430,20,		//ガマトトLv「115」での経験値，発見補正，着替えパターン，
73353475,432,21,		//ガマトトLv「116」での経験値，発見補正，着替えパターン，
75384350,434,21,		//ガマトトLv「117」での経験値，発見補正，着替えパターン，
77415225,436,21,		//ガマトトLv「118」での経験値，発見補正，着替えパターン，
79446100,438,21,		//ガマトトLv「119」での経験値，発見補正，着替えパターン，
81476975,440,22,		//ガマトトLv「120」での経験値，発見補正，着替えパターン，
73353475,440,22,		//ガマトトLv「121」での経験値，発見補正，着替えパターン，
73353475,440,22,		//ガマトトLv「122」での経験値，発見補正，着替えパターン，
73353475,440,22,		//ガマトトLv「123」での経験値，発見補正，着替えパターン，
73353475,440,22,		//ガマトトLv「124」での経験値，発見補正，着替えパターン，
73353475,440,22,		//ガマトトLv「125」での経験値，発見補正，着替えパターン，
