4,1,0,0,0,0,   //城番号
4800,275000,1,1,3,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
172,1,50,400,500,100,2,4,0,1000,
148,0,100,100,200,100,6,9,0,200,	
288,2,200,500,500,100,2,4,0,200,
256,0,200,400,500,100,6,9,0,100,
172,4,1,400,450,99,2,4,0,1000,
210,1,500,500,500,99,5,5,0,100,
162,1,500,500,500,99,1,1,0,100,
442,1,0,450,450,99,0,0,1,1000,
23,0,13500,13500,13500,100,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
