-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
60,0,3,100,3,-1,     //0地球
60,0,66,100,66,-1,     //1火星
62,0,66,99,67,-1,     //2木星
62,0,67,100,67,-1,     //3土星
64,0,66,99,68,-1,    //4金星
64,0,48,100,48,-1,    //5水星
65,0,66,99,67,-1,  //6太陽
62,0,66,99,47,-1,    //7ウラヌス
64,0,68,100,68,-1,    //8ネプチューン
65,0,67,100,67,-1,  //9トリトン
68,0,48,99,47,-1,    //10プルートゥ
67,0,66,100,66,-1,    //11赤い長方形星雲
70,0,66,99,68,-1,  //12エキスモー星雲
72,0,67,100,67,-1,    //13キャッツアイ星雲
75,0,66,100,66,-1,    //14卵星雲
74,0,48,100,48,-1,  //15ひょうたん星雲
80,0,31,100,31,-1,    //16アルタイル
78,0,68,100,68,-1,    //17シリウス
82,0,67,100,67,-1,   //18カノープス
80,0,66,99,31,-1,    //19ベガ
83,0,30,100,30,-1,    //20アルデバラン
81,0,48,99,67,-1,    //21ベテルギウス
85,0,66,99,68,-1,  //22デネブ
90,0,31,100,31,-1,    //23惑星スナック
82,0,66,100,66,-1,    //24サイータ星
84,0,48,100,48,-1,   //25魁皇星
87,0,32,100,32,-1,    //26大マゼラン星雲
80,0,67,100,67,-1,    //27ブータラ星
85,0,66,100,66,-1,  //28モスカンダグ
83,0,48,99,68,-1,    //29コロン星
82,0,66,100,66,-1,    //30ヤキソバーン
84,0,30,99,33,-1,   //31ウメ星
85,0,66,100,66,-1,    //32ダラララ
82,0,48,99,47,-1,    //33マイドムリ
80,0,67,100,67,-1,  //34メルトズ
83,0,32,100,32,-1,    //35ウラルー
85,0,66,99,67,-1,    //36アグハムム
87,0,48,99,31,-1,  //37ソモロン
86,0,30,100,30,-1,    //38アバ・ブア
88,0,66,99,33,-1,    //39ティターン
90,0,48,99,68,-1,   //40デススタン
92,0,32,100,32,-1,    //41ゴリラの惑星
90,0,67,100,67,-1,   //42チョイバロトン星
93,0,31,100,31,-1,  //43クリムゾン星
87,0,66,100,66,-1,   //44N77星雲
95,0,48,99,47,-1,   //45アンドロメダ
105,0,30,99,68,-1,    //46ブラックホール
110,0,69,100,69,-1,    //47ビッグバン
-1,

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		使わない 5  -2
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
