-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
30,0,48,99,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,3,1,-1,     //0沈没日本
30,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,25000,-1,     //1韓国
32,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,0,1,-1,     //2中国
32,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,30000,-1,     //3モンゴル
34,0,30,99,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,5000,3,1,-1,    //4ロシア
34,0,48,90,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,11,1,5000,6,35000,-1,    //5ノルウェー
35,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,40000,-1,  //6イギリス
32,0,3,90,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,0,1,-1,    //7デンマーク
34,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,45000,-1,    //8ドイツ
35,0,48,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,5,1,-1,  //9フランス
40,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,48000,-1,    //10スペイン
38,0,32,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,6,50000,-1,    //11モナコ
40,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,3,1,-1,  //12イタリア
42,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,5000,0,1,-1,    //13ギリシャ
45,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,5000,6,55000,-1,    //14トルコ
50,0,48,80,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,11,1,5000,2,1,-1,  //15ドバイ
48,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,6,60000,-1,    //16インド
46,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,3,1,-1,    //17ネパール
50,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,0,1,-1,   //18タイ
48,0,3,90,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,6,65000,-1,    //19カンボジア
46,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,5,1,-1,    //20フィリピン
50,0,32,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,6,67500,-1,    //21シンガポール
52,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,6,70000,-1,  //22オーストラリア
70,0,30,75,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,12,1,3000,4,1,-1,    //23深淵の大渦
48,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,3,1,-1,    //24マダガスカル
52,0,32,99,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,6,75000,-1,   //25ケニア
53,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,0,1,-1,    //26サウジアラビア
55,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,78000,-1,    //27エジプト
60,0,3,90,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,11,1,5000,6,80000,-1,  //28サハラ
50,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,2,1,-1,    //29ガーナ
50,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,4,1,-1,    //30南アフリカ
52,0,30,99,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,3,1,-1,   //31アルゼンチン
60,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,6,85000,-1,    //32イースター島
50,0,30,90,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,0,1,-1,    //33マチュピチュ
52,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,87500,-1,  //34コロンビア
54,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,90000,-1,    //35ジャマイカ
56,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,5,1,-1,    //36メキシコ
56,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,11,1,5000,2,1,-1,  //37ハリウッド
58,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,6,95000,-1,    //38ラスベガス
57,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,5000,3,1,-1,    //39アラスカ
60,0,3,90,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5000,4,1,-1,   //40カナダ
