153,0,0,0,0,0,   //城番号
5500,10,1,1,166,9,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
583,1,50,1,1,100,3,3,0,75,	//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率
583,1,350,1,1,100,6,6,0,75,
583,1,750,1,1,100,9,9,0,75,
583,2,0,250,300,99,0,4,0,75,
583,4,0,150,150,99,5,9,0,75,
583,1,0,1,1,99,0,0,1,1,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
