Login Stamp No. 1!<br>You got 30 Cat Food!	Day 1	//ログイン1日目獲得文章
Login Stamp No. 2!<br>You got 30 Cat Food!	Day 2	//ログイン2日目獲得文章
Login Stamp No. 3!<br>You got 30 Cat Food!	Day 3	//ログイン3日目獲得文章
Login Stamp No. 4!<br>You got 30 Cat Food!	Day 4	//ログイン4日目獲得文章
Login Stamp No. 5!<br>You got 30 Cat Food!	Day 5	//ログイン5日目獲得文章
Login Stamp No. 6!<br>You got 30 Cat Food!	Day 6	//ログイン6日目獲得文章
Login Stamp No. 7!<br>You got 30 Cat Food!	Day 7	//ログイン7日目獲得文章
Login Stamp No. 8!<br>You got 30 Cat Food!	Day 8	//ログイン8日目獲得文章
Login Stamp No. 9!<br>You got 30 Cat Food!	Day 9	//ログイン9日目獲得文章
Login Stamp No. 10!<br>You got 30 Cat Food!	Day 10	//ログイン10日目獲得文章
Login Stamp No. 11!<br>You got 30 Cat Food!	Day 11	//ログイン11日目獲得文章
Login Stamp No. 12!<br>You got 30 Cat Food!	Day 12	//ログイン12日目獲得文章
Login Stamp No. 13!<br>You got 30 Cat Food!	Day 13	//ログイン13日目獲得文章
Login Stamp No. 14!<br>You got 30 Cat Food!	Day 14	//ログイン14日目獲得文章
Login Stamp No. 15!<br>You got 30 Cat Food!	Day 15	//ログイン15日目獲得文章
Login Stamp No. 16!<br>You got 30 Cat Food!	Day 16	//ログイン16日目獲得文章
Login Stamp No. 17!<br>You got 30 Cat Food!	Day 17	//ログイン17日目獲得文章
Login Stamp No. 18!<br>You got 30 Cat Food!	Day 18	//ログイン18日目獲得文章
Login Stamp No. 19!<br>You got 30 Cat Food!	Day 19	//ログイン19日目獲得文章
Login Stamp No. 20!<br>You got 30 Cat Food!	Day 20	//ログイン20日目獲得文章
