0|-1|0|กามาโตโต้|＠|＠||||||||
1|0|1|ราล์ฟ|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
2|0|1|ที-โบน|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
3|0|1|แพม|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
4|0|1|โยฮาน|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
5|0|1|เอลโม|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
6|0|1|โจอี้|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
7|0|1|คลายด์|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
8|0|1|แม็กซ์|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
9|0|1|แซมมี|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
10|0|1|เบิร์ต|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
11|0|1|โรซี|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
12|0|1|บันโจ|เด็กฝึกงาน|มือใหม่ไร้ค่าจ้าง มาเก็บประสบการณ์อย่างเดียว|เพิ่มโอกาสเก็บไอเทมได้เล็กน้อย!|
