0|Willkommen in der Katzenbasis!|Bereite dich hier auf den Kampf vor!|Greif an, wenn du bereit bist!|＠|＠|＠|
1|Willkommen in der Katzenbasis!|Eine neue Katze|wartet auf Verbesserung!|＠|＠|＠|
2|Dich plagt Wissensdurst?|Tippe auf diese Sprechblase, um|weitere nützliche Tipps zu sehen!|＠|＠|＠|
3|Lob ist gut! Aber verdientes Lob|ist noch viel besser!|Jede Anstrengung verdient Lob!|＠|＠|＠|
3|Wissen aus Comics|ist auch Wissen!|＠|＠|＠|＠|
3|Willst du deine Katzen verbessern,|spiele die Level mit der geringsten|Anzahl von Abschlüssen!|Dadurch erhältst du mehr XP!|Versuch es!|＠|
3|Wo Katzen sind,|ist Hoffnung.|＠|＠|＠|＠|
3|Die Hauptzutat in Katzen|ist … Fröhlichkeit!|＠|＠|＠|＠|
4|Tippe auf diese Sprechblase, um|weitere Ratschläge zu sehen!|Man lernt nie aus!|＠|＠|＠|
5|Sei stets dankbar!|＠|＠|＠|＠|＠|
5|Bleib hungrig.|Bleib tollkühn.|＠|＠|＠|＠|
5|Katzen lieben Katzenbatzen!|Ein Hoch auf Katzenbatzen!|Ein Hoch auf Katzenbatzen!|＠|＠|＠|
6|Um seine Ziele zu erreichen, braucht|man Vorstellungs- UND Tatkraft.|＠|＠|＠|＠|
7|Ob Katzen oder Menschen,|die Verrückteren machen|das Leben interessant.|＠|＠|＠|
7|Kein The Battle Cats mehr,|bis die Hausaufgaben fertig sind!|＠|＠|＠|＠|
7|Sei tapfer!|Ein einziger Schritt vorwärts|kann deine Welt verändern!|＠|＠|＠|
7|Not macht erfinderisch!|＠|＠|＠|＠|＠|
7|Schärfe deine Kampfkünste ohne|Energiekosten im Katzenkrallendojo!|Meistere den Weg der Katze|ohne Konsequenzen!|＠|＠|
7|Hörst du das? Das sind die Katzen,|die alle in ihren Herzen tragen.|＠|＠|＠|＠|
8|„Nyanko“ ist Japanisch für „Katze“.|Man lernt nie aus.|＠|＠|＠|＠|
9|Schwäche ist manchmal der|beste Weg zur Stärke.|＠|＠|＠|＠|
9|Weinen ist in Ordnung.|Weglaufen ist in Ordnung.|Du bist eben nicht so stark.|＠|＠|＠|
9|Streng dich mehr an.|Das macht dich attraktiver.|Zeig, was du drauf hast!|＠|＠|＠|
9|Stolz bedeutet nichts|in Herzensangelegenheiten.|＠|＠|＠|＠|
10|Lass dich nicht hängen!|Das Leben ist schwierig.|Morgen ist ein neuer Tag.|＠|＠|＠|
10|Es heißt, Technologie sei ein|Produkt der Bequemlichkeit.|Diese Technologie treibt uns|jedoch in die Enge.|＠|＠|
10|Unwissen kann ein Segen sein.|Manchmal ist es besser,|sein eigenes Ding zu machen.|＠|＠|＠|
11|Das Verbessern von Gamatoto|erleichtert das Entdecken von|Gegenständen bei Expeditionen!|＠|＠|＠|
12|Hast du Schwierigkeiten?|Spiele normale Level für XP|und verbessere deine Katzen!|(Vergiss die Katzenschätze nicht!)|＠|＠|
13|Sind Feinde schnell und zahlreich,|blocke mit robusten Abwehrkatzen|und verschaffe dir Zeit zum Aufbau|der Armee! Der Schlüssel zum Sieg!|＠|＠|
13|Zu seltenen Gelegenheiten kannst du|gigantische XP-Boni im|XP-Megablitz-Level erhalten!|Aber sei vorsichtig: unterschätze die|Expertenstufe nicht!|＠|
13|Diese Eventlevel sind für|etwas fortgeschrittenere Spieler.|Schließe vorher unbedingt|die normalen Level ab!|＠|＠|
14|Abschließen von Eventleveln|gewährt oft Gegenstände! Sammle|viele und nutze sie, damit du im|Kampf die Oberhand gewinnst!|＠|＠|
14|In Wochenend-Eventleveln kannst|du am besten XP sammeln!|Wenn du Katzen verbessern willst,|spiele diese Level für mehr XP!|＠|＠|
14|Hatte ich Katzenschätze erwähnt?|Die sind echt gut.|Du wirst sehr viel stärker|durch Katzenschätze!|＠|＠|
14|Zu allem bereit!|Diese Katzen VERNICHTEN|rote und schwarze Feinde!|In der Einheitenbeschreibung findest|du taktische Hinweise!|＠|
14|In Zeitleveln gilt:|Je schneller du bist,|desto mehr Punkte bekommst du!|Je mehr Punkte du hast,|desto besser die Belohnung!|＠|
14|In Legenden gilt:|Beim Abschluss aller Level der Karte|gibt es einen Katzenbatzen-Bonus!|Nur einmal.|＠|＠|
14|Eiserne Feinde sind superschwer.|Angeblich sind sie anfällig|für Haudrauf-Schläge!|＠|＠|＠|
14|Eiserne Feinde sind superschwer.|Schwere Angriffe reichen nicht!|Die Masse macht's! Mehr Katzen!|Nutze lieber viele billige als|teure Katzen!|＠|
14|Du hast noch immer Probleme?|Sammle fleißig Schätze aus|allen vorherigen Kapiteln!|＠|＠|＠|
14|Manchmal erhältst du Katzentickets|aus Leveln mit einer|Katzenticket-Chance!|Suche im Internet nach mehr Infos|über Katzenticket-Chance-Level!|＠|
14|Schon von den irre schweren|Verrückte-Katzen-Leveln gehört?|Nix für Weicheier!|Schließe sie ab und erhalte|eine superseltene Einheit!|＠|
14|Schließe Erwacht-Level ab,|bekämpfe entwickelte Versionen von|Katzen als starke Feinde und schalte|wahre Formen frei!|＠|＠|
14|Besiege schreckliche Zyklone|in besonderen Blitzleveln und|erhalte eine Spezialeinheit!|Sie mögen furchterregend sein, aber|jedes Monster hat eine Schwäche!|＠|
14|Sammle Einheiten aus Kapseln und|verbessere Werte und Fähigkeiten|deiner Katzen noch mehr.|Vielleicht bis zur wahren Form?!|＠|＠|
14|Storymodus fertig? Dann versuche|Expertenherausforderungen aus|Legenden.|Schließe alle Level ab und erhalte|eine Chance auf mächtige Einheiten!|＠|
15|Willkommen in den Eventleveln!|Diese Level sind nur zu einer|bestimmten Zeit verfügbar!|＠|＠|＠|
16|Willkommen bei den Legenden!|Hier gibt es sehr schwere Level.|Wenn du noch nicht bereit bist,|spiele erst andere Kapitel!|＠|＠|
17|Zukunftsreise ist eine harte Nuss!|Spring bei Schwierigkeiten zurück|in die Gegenwart und sammle|mehr Verbündete für deine Armee!|＠|＠|
18|Die Schätze in Katzenimperium|und Zukunftsreise sind anders:|Hol sie dir alle für MAXIMALKRAFT!|＠|＠|＠|
18|Schließe Zukunftsreise ab und|sammle so alle verfügbaren|Katzenkombos!|＠|＠|＠|
19|Erfahre alles über unsere Feinde|in der Feindefibel.|＠|＠|＠|＠|
20|Wenn du immer in denselben|Leveln kämpfst, bekommst|du jedes Mal weniger XP!|＠|＠|＠|
20|Hast du Schwierigkeiten?|Wiederhole normale Level für XP|und verbessere deine Katzen!|＠|＠|＠|
20|Wunder des Katzengottes erfordern|Katzenbatzen, aber sie haben|mächtige Effekte! Die sind in|der Not echt hilfreich.|Erbitte sie also für den Sieg!|＠|
21|Organisiere deine Katzen im|Teamauswahl-Bildschirm.|Passe deine Katzenarmee an|und stürze dich in die Schlacht!|＠|＠|
22|Sammle Katzenschätze in|jedem Level! Je besser der|Katzenschatz, desto besser die|Katzenschatz-Boni!|＠|＠|
23|Alle Level von Zukunftsreise|gewähren coole Schätze, wenn du|genug Punkte sammelst!|＠|＠|＠|
23|Entdeckst du eine Katzenkombo,|wird sie für zukünftige|Verwendung in die|Komboliste aufgenommen.|＠|＠|
24|Knapp bei Kasse?|Beginne den Kampf mit voller|Geldbörse und einer motivierten|Arbeiterkatze mit Reicher Katze!|＠|＠|
24|Katzenenergie füllt sich mit der Zeit.|Warte, bis sie aufgefüllt ist, bevor|du deinen nächsten Zug machst!|＠|＠|＠|
24|Verbessere Forschung und produ-|ziere schneller mehr Katzen!|Mehr Katzen, weniger Zeit.|Besser geht es nicht!|＠|＠|
24|Die Arbeiterkatze ist wichtig!|Je höher die Stufe, desto mehr Geld!|Mehr Geld, mehr Katzen!|Verbessere ALLE KATZEN!|＠|＠|
24|Wenn du einen Kampf innerhalb von|10 Sekunden beendest, wird die|verwendete Energie erstattet!|Keine Sorge, deine Gegenstände|erhältst du auch zurück!|＠|
24|Du musst Katzen rasch verbessern?|Wenn du keine Zeit für Level hast,|kannst du auch im|Katzenshop XP-Pakete mit|Katzenbatzen kaufen!|＠|
24|Daten werden in der App gesichert!|Das Löschen der App löscht die|Speicherstände! Denk daran!|Nach dem Löschen können diese|nicht wiederhergestellt werden!|＠|
24|Wenn du eine neue Katze bekommst,|kannst du sie im Katzenkompendium|ansehen und erhältst so ein kleines|Geschenk! Sammle Verbündete|und erhalte Katzenbatzen gratis!|＠|
27|Nur benutzbare Katzenkombos|erscheinen in der Komboliste.|Sammle mehr Freunde für deine|Katzenarmee und enthülle|mehr Partnerschaften!|＠|
27|Tippe auf Namen freigeschalteter|Katzenkombos in der Liste,|um die Einheiten direkt in deine|Kampfformation aufzunehmen!|＠|＠|
24|Nutze das Schatzradar und|hol dir schwer zu bekommende|Schätze und Beutegegenstände!|Dir fehlt ein Teil deines Sets?|Damit bekommst du es!|＠|
24|Psst! Siehst du den Referenzcode|links oben im Startbildschirm?|Schreib ihn auf! Wenn du das nicht|tust, könntest du es bedauern!|＠|＠|
24|Du bestätigst die Werte und|Fähigkeiten deiner Einheiten durch|Antippen des Symbols rechts unten|neben der Einheiteninformationsbox!|＠|＠|
24|Nutze einen Katzencomputer und|sammle XP und Schätze, auch wenn|du beschäftigt bist! Es ist eine KI,|erwarte also keine strategischen|Meisterleistungen!|＠|
24|Spare Zeit und nutze einen|Beschleuniger zum Spielen|langer Level! Hilft aber|deinem Punktestand in|Zeitleveln nicht ...|＠|
24|Nagle deine Feinde mit dem|Feuerschutz der Katzenschützen|fest! Feurt einen mächtigen|Kanonenschlag ab,|der Feinde zurückstößt!|＠|
24|Du kannst auf feline|Katzeneffizienz setzen, um|die meisten XP zu erhalten!|Nutze dies in Stufen mit|großen XP-Belohnungen!|＠|
24|Distanzangriffe treffen weit|entfernte Feinde, aber nicht die|direkt vor der Einheit. Halte Feinde|von Distanzangriff-Einheiten fern,|damit sie effektiv kämpfen!|＠|
25|Du kannst Benachrichtigungen zur|Katzenenergie ein- und ausschalten.|Rufe die Einstellungen auf|und drücke auf „Energiehinweis“!|＠|＠|
26|Ab und zu bekommst du fürs|Anmelden ein seltenes Ticket!|An der Seltene-Kapsel-Maschine|bekommst du dafür Elitekatzen,|ohne Katzenbatzen zu benutzen!|＠|
26|Schicke billige Katzen, um deine|Feinde aufzuhalten, damit du|nicht plötzlich überrannt|wirst! Raumgewinn ist der Schlüssel|zum Sieg der Katzen!|＠|
27|Wenn du Kapitel in Katzenimperium|abschließt, werden Zombieaus-|brüche ausgelöst! Schließe alle|Ausbruchsgebiete ab und erhöhe|so die Schatz-Beuterate!|＠|
27|Schließe alle Ausbruchsgebiete in|jedem Katzenimperium-Kapitel ab|und erhöhe deine XP-Belohnungen!|＠|＠|＠|
27|Besiege die Zombies in den Aus-|bruchsgebieten vom Katzenimpe-|rium für Katzenbatzen-Belohnungen!|＠|＠|＠|
27|Wenn du bestimmte Einheiten zu|Teams zusammenschließt, erhältst|du Boni auf deine Kampffähigkeiten!|＠|＠|＠|
27|Katzenschatz-Fertigkeiten sind|universell und in allen Kapiteln|aktiv! Sammle Katzenschätze|aus vorherigen Kapiteln!|＠|＠|
27|Hol dir die besten|Katzenschätze aus allen Leveln,|damit deine Katzen stärker|als je zuvor werden!|KOMM UND SCHNAPP SIE DIR!|＠|
27|Angeblich überleben manche Feinde|sogar einen tödlichen Schlag!|Erschreckend …|＠|＠|＠|
27|Manche Feinde kämpfen wie eine|in die Enge getriebene Katze!|Schau mal auf deinem Smart-|phone nach, was das heißt, okay?|＠|＠|
27|In manchen Leveln kannst du|sofort zu einem nachfolgenden|Bonuslevel springen. Schließe|dieses zweite Level ab und|schnapp dir eine coole Belohnung!|＠|
27|Wenn du die neue Form einer Ein-|heit freischaltest, kannst du in der|Teamauswahl zwischen den Formen|wechseln. Tippe auf den Pfeil rechts|unten im Einheitenbild!|＠|
27|Ich gebe dir nützliche Tipps zu|Schatzfest- und Blitzevents.|Hör gut zu und du|machst nichts falsch!|＠|＠|
27|Erhöhe mit Katzenbatzen deine|gespeicherten Kampfformationen.|(Rufe die Teamauswahl auf!)|Wechsle rasch zum perfekten|Katzenteam für jede Lage!|＠|
27|Stimme deine Kampftruppe ab,|indem du Aufstellungen aus einer|Formation in eine neue kopierst!|＠|＠|＠|
27|Ein Typ hat mir an der Bushaltestelle|gesagt, dass es in der Zukunft jede|Menge Schätze geben soll, um|gegen Aliens kämpfen zu können!|＠|＠|
27|Katzen mit Zombietöter|können Zombies daran hindern,|sich wiederzubeleben!|＠|＠|＠|
28|Spare Zeit in der Teamauswahl!|Doppeltippe das Einheitensymbol|und im Menü erscheint die Einheit!|Wie praktisch!|＠|＠|
29|In der Feindefibel findest du Nütz-|liches zu den Werten von Feinden!|Macht dir ein neuer Feind Probleme,|informiere dich über ihn!|＠|＠|
30|Schicke deine Gamatoto-Katze|auf Expeditionen und erhalte XP,|Katzenbatzen und mehr!|Wähle einfach die Dauer und lehn|dich bis zur Rückkehr zurück!|＠|
30|Gib deinem Gamatoto ein|Katzamin und verkürze|die Expeditionsdauer.|Erhalte dieselben Belohnungen|viel schneller!|＠|
30|Rekrutiere Helfer für deine|Gamatoto-Expeditionen|und finde Gegenstände leichter!|＠|＠|＠|
31|Sammle 5 Katzenfruchtkerne der|gleichen Farbe und sie werden|zu einer Katzenfrucht!|Deine Katzen werden es dir danken!|＠|＠|
31|Mit Katzenfrüchten und deren|Kernen können Katzen ihr wahres|Potenzial ausschöpfen! Jeder|Wochentag eröffnet neue Level|um welche zu sammeln!|＠|
14|Baumaterial für deine Katzenbasis|lässt sich leichter in späteren|legendären Leveln sammeln.|＠|＠|＠|
14|Wenn du zu höherer Kronenwertung|für eine Legenden-Karte wechselst,|ermöglicht das leichteres Sammeln|von Material für deine Katzenbasis.|＠|＠|
27|Hol dir das nötige Material zum|Verbessern der Katzenbasis beim|Abschluss von Legenden-Leveln!|＠|＠|＠|
27|Schickst du Gamatoto-Helfer in|den Ruhestand, können sie beim|Bau eines Basis-Projekts helfen,|bevor sie für immer verschwinden.|＠|＠|
27|Du musst Assistenten rekrutieren,|um Fortschritte beim Bau deiner|Katzenbasis zu erzielen. Hol sie dir|bei Gamatoto-Expeditionen!|＠|＠|
32|Der Weltraum ist kein Klacks!|Sammle Schätze aus vorherigen|Kapiteln, wenn es schwierig wird!|＠|＠|＠|
32|Zukunfts- und Kosmoslevel bieten|Schätze, mit denen du Aliens besser|bekämpfen kannst! Hol sie|dir und beherrsche die Sterne!|＠|＠|
33|Wenn du Kosmische Katzen abschließt,|bekommst du einen Sonderpreis ...|Aber das geht mich ja nichts an.|Ich mach nur mein Katzending!|＠|＠|
34|Aliens mit Teleport können dich aus|dem Kampf teleportieren! Brauchst|du zu lang für den Sieg, schicken sie|deine Katzen zurück (oder vorwärts)!|Hol dir immune Katzen dagegen!|＠|
