			0	22	777	300	0
		Entschuldige! Etwas ist dazwischen-<br>gekommen, also frage ich später!<br>Als Dank für deine Treue<br>gebe ich dir das hier!	0	22	300	
1	0	The Battle Cats 11. Jubiläum<br> <flash>Teil 3: Katzenhochzeit</flash> <br>beginnt jetzt!	2		
2	0	Ich werde heiraten und möchte,<br>dass du auch<br>dabei bist.	3	50	
3	0	Danke!<br>Das freut mich!	4	
4	0	Was?<br>Wen ich heirate?	5	
5	0	Zwei Katzen haben mir ihre Liebe<br>gestanden und ich weiß nicht,<br>welche ich wählen soll.	6	
6	0	Die eine ist meine Jugendfreundin,<br>die andere ist eine vornehme Dame.<br>Beide meinten,<br>dass sie mich mögen.	7	
7	0	Ich würde gern darüber reden,<br>aber ich muss einen Ort finden,<br>an dem die Zeremonie<br>stattfinden kann.	8	
8	0	Ich will, dass<br>diese Hochzeit unvergesslich wird,<br>deshalb sollst du<br>viele Freunde einladen.	9	
9	0	Ich möchte<br>von vielen guten Freunden<br>umgeben sein ...	10	
10	0	und nicht nur von<br>Hochzeitsgeschenken und<br>Katzenbatzen.	11	
11	0	Daher würde ich mich freuen,<br>wenn du jede Menge Freunde<br>mitbringst!	12	
12	0	Du bist der Einzige,<br>den ich um diesen Gefallen<br>bitten kann!	13	
13	0	Ich will dich morgen wieder<br>hier sehen, damit du dir<br>meine Bitte anhören kannst.	14	
14	16	Vergiss nicht,<br>ganz viele Freunde mitzubringen!	100	
50	0	Ich glaube, ich habe ein „nein“<br>gehört, aber ich tu mal so,<br>als wärs ein „ja“ gewesen!	3	
100	0	Es ist nicht einfach,<br>einen Veranstaltungsort zu wählen.<br>11. Jubiläum <flash>Teil 3:<br>Katzenhochzeit</flash> ist wieder da!	101	
101	0	Hast du deinen Freunden<br>davon erzählt?	102	150	
102	0	Danke! Ich dachte mir,<br>dass du das tun würdest!	103	
103	0	Wie gestern erwähnt,<br>haben mir zwei Mädchen<br>ihre Liebe gestanden.	104	
104	0	Lass mich dir zuerst<br>von meiner Jugendfreundin<br>erzählen.	105	
105	0	Sie hat sich<br>einer kleinen Katze angenommen,<br>die gemobbt wurde.	106	
106	0	Sie ist wirklich<br>eine gute Katze.	107	
107	0	Sie hat mich auch<br>in der Schule immer geweckt,<br>wenn ich eingenickt bin.	108	
108	0	Sie ist wirklich<br>eine gute Katze.	109	
