Reiche Katze (Einfach)|Reiche Katze (Normal)|Reiche Katze (Schwierig)|＠|||||||
Tempokatze (Einfach)|Tempokatze (Normal)|Tempokatze (Schwierig)|＠|||||||
Katzenarbeit (Einfach)|Katzenarbeit (Normal)|Katzenarbeit (Schwierig)|＠|||||||
Katzenschütze (Einfach)|Katzenschütze (Normal)|Katzenschütze (Schwierig)|＠|||||||
Helferkatze (Einfach)|Helferkatze (Normal)|Helferkatze (Schwierig)|＠|||||||
Süße XP (Einfach)|Süße XP (Normal)|Süße XP (Schwierig)|＠|||||||
HDL, Eisernes Nilpferd (Schwierig)|＠|||||||||
Supereisernes Nilpferd (Experte)|＠|||||||||
Sportfest|Anti-Halloween|Sieg und Niederlage|＠|||||||
Wochenlange Besprechungen|Faule Kollegen|Stressabbaustress|Arbeit beim Arbeitsamt|Bezahlung ohne Urlaub|Last-Minute-Angebote|＠||||
Jene Nacht|Jenes Lied|Warmer Eintopf|Katze und Schnee|Halbtagsnikolaus|Santa oder Satan?|Der Nikolaus ist Angestellter|Frohe Weihnachten|＠||
Keine frohen Festtage|Festtagsdiät fehlgeschlagen|Keine Vorsätze mehr|Nur noch ein Drink|After-After-Party|Vergiss den Countdown|Stromausfall|Kater|＠||
Engelhafter Teufel|Dracula spendet Blut|Kuschelwerwolf|Mumien beim Sonnenbad|Seelenvermietung|Luzifer lächelt gern|Zombies sind gesund|Menschen sind gruseliger|＠||
Bär Grills|Bären aufbinden|Pu, das war knapp|Bienen mit Ohren|Bären zu den Waffen|Vornehmes Gebären|Definitiv kein Bärlauch|Meister Petz ist los|＠||
Angriff des r. Zyklons (Experte)|＠|||||||||
Angriff des s. Zyklons (Experte)|＠|||||||||
Angriff des w. Zyklons (Experte)|＠|||||||||
Dunkle Seelen (Irre)|＠|||||||||
Perfekte Verteidigung (Irre)|＠|||||||||
Berserker (Irre)|＠|||||||||
Festtagsstelzen (Irre)|＠|||||||||
Kopfschütteln (Irre)|＠|||||||||
Katze in den Wolken (Irre)|＠|||||||||
Fischhölle (Irre)|＠|||||||||
Säugetiere? (Irre)|＠|||||||||
Verrückte Katzen (Irre)|＠|||||||||
Katzen-Schulmusical|Ich fühle es|Das Katzenbuch|PS: Katze liebt dich|100 Katzen-Dates|Wehklage|HDL|Fangen wir neu an|＠||
