Chat fortuné (facile)|Chat fortuné (normal)|Chat fortuné (difficile)|＠|||||||
Chaccéléré (facile)|Chaccéléré (normal)|Chaccéléré (difficile)|＠|||||||
Chat diplômé (facile)|Chat diplômé (normal)|Chat diplômé (difficile)|＠|||||||
Chat tireur (facile)|Chat tireur (normal)|Chat tireur (difficile)|＠|||||||
Chat utile (facile)|Chat utile (normal)|Chat utile (difficile)|＠|||||||
Douceur XP (facile)|Douceur XP (normal)|Douceur XP (difficile)|＠|||||||
Amour et hippo métal (difficile)|＠|||||||||
Super hippo métal (expert)|＠|||||||||
Rencontre athlétique|Anti-Halloween|Gagner et perdre|＠|||||||
Interminables rencontres|Coworkers fainéants|Stress antistress|Emplois en sécurité|Congés non payés|Précieuse dernière minute|＠||||
Cette nuit-là|Cette chanson-là|Marmite chaude|Chat et neige|Père Noël à mi-temps|Père Noël ou père Satan ?|Père Noël salarié|Noyeux Joël|＠||
Vacances ratées|Le régime a échoué|Halte aux résolutions|Un dernier verre|La fête après l’after|Compte à rebours raté|Coma festif|Gueule de bois|＠||
Démon angélique|Dracula donne son sang|Mon loup-garou à moi|Momies au bronzage|Âmes à louer|Lucifer aime rigoler|Zombies et vie saine|Humains plus effrayants|＠||
Petite-Grande Ours|Comme un ours|Ours capitonné|Abeilles et oreilles|Ours armés|Devenir bipolaire|Combat à griffes nues|Insourstenable|＠||
Attaque sur Cyclone-R (expert)|＠|||||||||
Attaque sur Cyclone-B (expert)|＠|||||||||
Attaque sur Cyclone-W (expert)|＠|||||||||
Sombres âmes (maniaque)|＠|||||||||
Défense absolue (maniaque)|＠|||||||||
La Fureur (maniaque)|＠|||||||||
Dingo Festival (maniaque)|＠|||||||||
Secoue-tête (maniaque)|＠|||||||||
Chat volant (maniaque)|＠|||||||||
Enfer poissonneux (maniaque)|＠|||||||||
Mammifères ? (maniaque)|＠|||||||||
Chats cinglés (maniaque)|＠|||||||||
Chachat Land|Love Chactually|N’oublie Chamais|PS Chat loves you|Chamour et chamnésie|Prête-moi ton Chat|J.T.M.|Retour à zéro|＠||
Douceur XP (facile)|Douceur XP (normal)|Douceur XP (difficile)|Douceur XP (vétéran)|Douceur XP (expert)|Douce XP (maniaque)|＠||||
Douceur XP (facile)|Douceur XP (normal)|Douceur XP (difficile)|Douceur XP (vétéran)|Douceur XP (expert)|Douce XP (maniaque)|＠||||
Aimer l’amour|Finie la moue !|Ne pas répondre|Rencard en ligne !|Bloqué sur FB !|Le travail ou moi !|Soyons amis|Ne pas abandonner !|＠||
Corvées des mariés|Envoi d’un ami|Sur la Macarena|Un bouquet raté|Drame familial|Mauvais nom pour la mariée|L’ex n’est pas d’accord|Non, je ne veux pas|＠||
Le maso d’à côté|Déjà l’été ?|Au sujet des Chats|Smoothie estival|Affamé en été|Ma chair fraîche|Sacs de sable sur le cap|Ici et miaoutenant|＠||
Papa revient nous hanter|Mais on est en vacances|Pas de passe-muraille ?|Envole-toi !|Héritage dilapidé|Embauche faux pleureurs|Une tombe en plastique...|Je ne suis plus là.|＠||
Remerciements ! (maniaque)|＠|||||||||
Ultra stress ! (maniaque)|＠|||||||||
Tactique miracle ! (maniaque)|＠|||||||||
Joggeurs de l’aube|Boxeurs à plein temps|Fuir de chez soi|Longue conditionnelle|Lutteur à griffes nues|Femmes trophées|Vivre le rêve|L’épouse commande|＠||
|＠|||||||||
S’échauffer d’abord|Entrée maladroite|Papa, ne filme pas !|Course en sacs|Plus vite pieds nus|Œuf au plat|Cours, poulet !|Tout le monde gagne|＠||
Maelstrom en approche (expert)|＠|||||||||
2 ans, bravo !|＠|||||||||
2 ans, bravo !|＠|||||||||
2 ans, bravo !|＠|||||||||
Attaque sur Titanium (maniaque)|＠|||||||||
Premier lever !|＠|||||||||
Entrer en scène (vétéran)|Entrer en scène (maniaque)|＠||||||||
Voie du kung-fu (expert)|Voie du kung-fu (maniaque)|＠||||||||
Évolution de Mr. (expert)|Évolution de Mr. (maniaque)|＠||||||||
Évolution ligotée (expert)|Évolution ligotée (maniaque)|＠||||||||
Coup de fouet (expert)|Coup de fouet (maniaque)|＠||||||||
Mise en boîte (expert)|Mise en boîte (maniaque)|＠||||||||
Dans la dentelle (expert)|Dans la dentelle (maniaque)|＠||||||||
Enfer sur 3 roues (expert)|Enfer sur 3 roues (maniaque)|＠||||||||
Voie du ninja (vétéran)|Voie du ninja (maniaque)|＠||||||||
Évolution titubante (expert)|Évolution titubante (maniaque)|＠||||||||
Voie du samouraï (vétéran)|Voie du samouraï (maniaque)|＠||||||||
Oh, Yokozuna ! (expert)|Oh, Yokozuna ! (maniaque)|＠||||||||
Dansons maintenant (expert)|Dansons maintenant (maniaque)|＠||||||||
Danger en jupons (vétéran)|Danger en jupons (maniaque)|＠||||||||
Palais raffiné (maniaque)|＠|||||||||
Chats-mallows|Masque-pain|Cavité grouillante|＠|||||||
Grotte de l’est|＠|||||||||
Marche occidentale|＠|||||||||
Fort du sud|＠|||||||||
Cratère nord|＠|||||||||
