0|Verbessere deine Katze,|um sie zu stärken und|Feinde leicht zu besiegen!|＠|＠
0|Spiele vorherige Level für mehr XP!|Verbessere mit XP deine Katzen!|＠|＠|＠
0|Wenn du nicht gewinnen kannst, geh auf|Schatzjagd! Spiele vorherige Level|für Schatzsets und schalte|Kraftboni frei!|＠
1|Entsende preiswerte Katzen|zum Schutz vor Distanzangriffen!|Handle klug im Kampf und|der Sieg wird dir gehören!|＠
2|Wenn es mal nicht so gut läuft,|bitte den Katzengott um eine helfende Pfote!|＠|＠|＠
3|Nutze Gegenstände zum Freischalten|des wahren Potenzials deiner Katzenarmee!|Hol sie dir als Belohnung in Tagesleveln|und legendären Leveln!|＠
4|Die aktivierten Katzenschatz-Boni aus|Kapitel 1 gelten auch in Kapitel 2!|Wenn du Probleme hast, sammle|Schätze und verbessere deine Katzen!|＠
5|Minderwertige Schätze gewähren nur einen|geringen Bonus. Hol dir die ausgezeichneten|für den richtigen Wumms! Nutze Extraenergie|für die Jagd auf die besten Schätze!|＠
5|Katzen mit Flächenangriff sind effektiv gegen|zahlreiche schwache Feinde!|Setze Sonderkatzen perfekt ein!|Insbesondere die mit Flächenangriffen!|＠
6|Verbessere normale Einheiten zur wahren|Form, um ihre Kampfkraft zu erhöhen.|Hol dir Katzentickets und verbessere deine|Einheiten auf maximales Potenzial!|＠
7|Alien-Feinde sind unfassbar stark!|Der Abschluss der Katzenimperium-Kapitel|gewährt XP und Schätze, um die|Invasoren zu zerschmettern!|＠
8|Die aktivierten Katzenschatz-Boni aus|Katzenimperium gelten auch für die|Zukunftsreise! Hol dir ausgezeichnete|Schätze für den vollen Effekt!|＠
9|Erhöhe deinen Benutzerrang, damit bessere|Stufen für deine Einheiten verfügbar sind!|Mit höherem Benutzerrang erreichen|deine Katzen ihr wahres Potenzial!|＠
10|Jeder muss im Leben Niederlagen|einstecken. Geh zurück und|sammle Schätze! Nutze Katzenkombos|zur Stärkung deiner Armee im Kampf!|＠
11|Tippe auf die Sprechblase in der Katzenbasis,|um nützliche Tipps und Tricks|für das Spiel zu erhalten!|＠|＠
