Sello de lealtad 1<br>¡Has ganado 1 tique raro!	Día 1	//ログイン1日目獲得文章
Sello de lealtad 2<br>¡Has ganado 1 tique gatuno!	Día 2	//ログイン2日目獲得文章
Sello de lealtad 3<br>¡Has ganado 5 aceleradores!	Día 3	//ログイン3日目獲得文章
Sello de lealtad 4<br>¡Has ganado 555 XP!	Día 4	//ログイン4日目獲得文章
Sello de lealtad 5<br>¡Has ganado al Gatomoneda!	Día 5	//ログイン5日目獲得文章
Sello de lealtad 6<br>¡Has ganado 1 tique raro!	Día 6	//ログイン6日目獲得文章
Sello de lealtad 7<br>¡Has ganado 1 tique gatuno!	Día 7	//ログイン7日目獲得文章
Sello de lealtad 8<br>¡Has ganado 5 gatos ricachones!	Día 8	//ログイン8日目獲得文章
Sello de lealtad 9<br>¡Has ganado 5555 XP!	Día 9	//ログイン9日目獲得文章
Sello de lealtad 10<br>¡Has ganado 1 tique raro!	Día 10	//ログイン10日目獲得文章
Sello de lealtad 11<br>¡Has ganado 1 tique normal!	Día 11	//ログイン11日目獲得文章
Sello de lealtad 11<br>¡Has ganado 1 tique gatuno!	Día 12	//ログイン12日目獲得文章
Sello de lealtad 13<br>¡Has ganado 55 555 XP!	Día 13	//ログイン13日目獲得文章
Sello de lealtad 14<br>¡Has ganado 1 tique raro!	Día 14	//ログイン14日目獲得文章
Sello de lealtad 15<br>¡Has ganado 1 tique gatuno!	Día 15	//ログイン15日目獲得文章
Sello de lealtad 16<br>¡Has ganado 5 gatotiradores!	Día 16	//ログイン16日目獲得文章
Sello de lealtad 17<br>¡Has ganado 5 sabelotodos!	Día 17	//ログイン17日目獲得文章
Sello de lealtad 18<br>¡Has ganado 1 tique raro!	Día 18	//ログイン18日目獲得文章
Sello de lealtad 19<br>¡Has ganado 1 tique gatuno!	Día 19	//ログイン19日目獲得文章
