0|-1|0|Gamatoto |＠|＠||||||||
1|0|1|Ralf |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
2|0|1|T-Bone |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
3|0|1|Pete |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
4|0|1|Johann |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
5|0|1|Elmo |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
6|0|1|Joey |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
7|0|1|Clyde |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
8|0|1|Max |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
9|0|1|Sammy |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
10|0|1|Bert |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
11|0|1|Rob |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
12|0|1|Banjo |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
13|0|1|Angus |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
14|0|1|Ian |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
15|0|1|Elmo |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
16|0|1|Wilbur |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
17|0|1|Ash |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
18|0|1|Félix |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
19|0|1|Chip |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
20|0|1|Kevin |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
21|0|1|Yute |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
22|0|1|Nate |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
23|0|1|Keith |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
24|0|1|Gary |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
25|0|1|Jack |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
26|0|1|Pedro |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
27|0|1|Hank |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
28|0|1|Morty |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
29|0|1|Boris |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
30|0|1|Derp |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
31|0|1|Harry |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
32|0|1|Ivan |Becario|Aprendiz sin sueldo de este verano.|¡+ probabilidad de encontrar objetos!|
