35,-1,-1,4,4,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
1,					//マップパターン 0～
150,4500,32,100,32,300,167,1,-4,300,168,1,700,169,1,700,170,1,4000,89,1,4000,91,1,-1, //1ステージ
150,4500,33,99,31,450,167,1,-4,450,168,1,1050,169,1,1050,170,1,3500,89,1,3500,91,1,-1, //2ステージ
150,4500,30,100,30,600,167,1,-4,600,168,1,1400,169,1,1400,170,1,3000,89,1,3000,91,1,-1, //3ステージ
150,4500,3,99,31,1250,167,1,-4,1250,168,1,1650,169,1,1650,170,1,2100,89,1,2100,91,1,-1, //4ステージ
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //5ステージ
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //6ステージ
200,6000,149,99,33,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //7ステージ
200,6000,149,99,30,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //8ステージ
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //9ステージ
200,6000,149,100,149,1500,167,1,-4,1500,168,1,3500,169,1,3500,170,1,-1, //10ステージ
200,6000,30,100,30,0,1,1,-1, //11ステージ


//砂漠
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
