430,390,521,493,	 	//0アラスカ
820,750,205,193,   	//1ハリウッド
891,717,149,228,   	//2ラスベガス
1100,791,157,237,   	//3NASA
1034,931,123,195,   	//4メキシコ
975,1439,156,171,		//5イースター島
1371,1326,206,161, 		//6マチュピチュ
1450,1617,133,170,   	//7アルゼンチン
1652,1301,106,129,   	//8ブラジル
1366,1131,142,145, 		//9コロンビア
1311,953,128,73,   	//10ジャマイカ
1462,796,104,51, 	  //11バミューダ
1306,662,128,157, 		//12ニューヨーク
1028,500,100,78,   	//13カナダ
1675,371,249,251,   	//14グリーンランド
2464,504,152,244, 		//15イギリス
2639,400,103,111,  	//16ノルウェー
2622,470,186,135,   	//17デンマーク
2634,551,111,100,  	//18ドイツ
2535,604,150,177,   	//19フランス
2448,697,129,113,   	//20スペイン
2593,647,127,208,   	//21モナコ
2688,680,167,133, 		//22イタリア
2820,735,78,123,   	//23ギリシャ
3062,467,118,203,   	//24ロシア
2980,708,75,118,  		//25トルコ
2910,868,134,152,   	//26エジプト
2639,921,77,104,   	//27サハラ砂漠
2549,1106,110,125, 		//28ガーナ
2850,1559,136,206,   	//29南アフリカ
3124,1435,154,79,   	//30マダガスカル
3017,1197,129,122,  	//31ケニア
3097,904,187,177,  		//32サウジアラビア
3226,863,157,124,   	//33ドバイ
3575,834,158,113, 		//34ネパール
3494,934,101,58,   	//35インド
3435,1167,120,94,   	//36モルジブ
3802,1150,178,167, 		//37シンガポール
4188,1497,192,153,   	//38オーストラリア
4232,732,128,133,   	//39日本
4030,1040,133,131,  		//40フィリピン
3820,1017,133,192,   	//41カンボジア
3768,982,155,142,  		//42タイ
3833,776,126,170, 		//43中国
3795,608,91,88,  			//44モンゴル
4094,732,118,111,  		//45韓国
351,916,270,307,   	//46ハワイ
683,2303,44,34,   		//47南極
