-1,0,0,0,0,0,
4400,336000,1,1,45,8,0,0,0,0,
471,10,90,45,90,100,7,9,0,150,
471,5,180,75,150,100,7,9,0,150,
16,0,1,150,300,99,7,9,0,2400,
120,0,1,200,400,99,0,9,0,300,
174,3,1,300,300,99,4,9,0,800,
173,1,1,1,1,99,3,3,1,1400,
293,1,1,150,200,99,5,5,0,250,
23,0,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
0,0,0,0,0,0,0,9,0,0,100,
