3,-1,39,-1,-1,    //マップ番号 0～15
2,	//マップパターン 0～
100,9800,3,100,3,10,6,30000,-2,-2,-2,-2,-2,-2,-2,1,6000,6,75000,1500,4,1,500,6,15000,-1,			//1ステージ
120,13200,32,100,32,10,6,50000,-2,-2,-2,-2,-2,-2,-2,1,7000,6,100000,2000,2,1,500,6,25000,-1,			//2ステージ
200,30000,30,99,33,10,6,150000,-2,-2,-2,-2,-2,-2,-2,1,6500,6,250000,3000,11,1,500,6,75000,-1,			//3ステージ


//ポコパンコラボ　マップ2
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0

