19,192,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
1,					//マップパターン 0～
80,1520,3,90,33,100,2,1,1,0,1,1,-1,		//ステージ1
80,1520,31,99,32,100,6,100000,1,0,1,1,-1,	//ステージ2
80,1520,3,100,3,100,5,1,1,0,1,1,-1,		//ステージ3
120,2280,31,99,33,100,6,250000,1,0,1,1,-1,	//ステージ4
120,2280,30,100,30,100,11,2,1,0,1,1,-1,		//ステージ5
120,2280,3,100,3,100,6,400000,1,0,1,1,-1,	//ステージ6
160,3040,31,100,31,100,4,1,1,0,1,1,-1,		//ステージ7
160,3040,3,99,32,100,6,750000,1,0,1,1,-1,	//ステージ8
200,3800,30,99,31,100,1,1,1,0,1,1,-1,		//ステージ9
200,3800,3,99,33,100,12,1,1,0,1,1,-1,		//ステージ10


//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
