220,218,198,1,		//下地のカラーR,G,B,点線,
3,	//A
632,533
766,445
815,671
4,	//B
1083,715
958,616
679,700
844,806
4,	//C
815,668
766,432
1059,461
1134,853
4,	//D
436,875
606,946
939,811
815,671
4,	//E
400,685
705,374
1017,452
1084,721
4,	//F
1124,856
601,894
440,630
770,427
18,	//G
1089,443
949,506
972,658
850,739
851,875
705,921
630,805
668,651
483,756
311,792
280,681
431,659
446,541
469,443
692,296
585,253
415,312
282,454
21,	//H
937,802
1083,710
1150,837
1022,876
939,978
817,829
707,918
580,862
460,947
286,998
306,797
470,777
534,634
460,549
598,529
763,435
844,342
760,236
702,348
564,371
462,451
3,	//I
728,1049
1083,717
769,428
6
793,428
591,552
823,661
1056,701
965,815
525,963
//ステージ数
//x,y,
