8000,750,1,6,100,0,0,3200,8360,6,75,120,-120,0,1500,22,1,2,80,9,140,0,1,1,40,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,973,213,107,40,40,8667,//はんなり草原
8000,750,2,6,300,1,0,3200,8360,6,120,175,-80,0,1500,22,1,2,50,9,70,3,1,1,15,0,70,0,1,1,15,0,-1,-1,-1,-1,-1,0,973,213,107,40,40,8667,//カンフー大国
8000,750,3,6,1000,2,0,3200,8350,6,175,250,-90,0,1500,22,1,2,60,9,50,3,1,1,10,0,50,2,1,1,10,0,50,5,1,1,10,0,973,213,107,40,40,8667,//さば砂漠
8000,900,4,6,2000,3,0,3200,8350,6,350,525,-90,0,1500,22,1,2,60,9,50,0,1,1,10,0,50,5,1,1,10,0,50,4,1,1,10,0,773,320,160,80,80,8667,//ネコ工船
8000,900,5,6,3000,4,0,3200,8340,6,480,700,-90,0,1500,22,1,2,60,9,70,0,1,1,10,0,70,2,1,1,10,0,20,1,1,1,10,0,773,320,160,80,80,8667,//からから湿地帯
8000,900,6,6,5000,5,0,3200,8300,6,800,1000,-136,0,1500,22,1,2,80,9,200,50,1,1,56,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//黄金島
8000,900,7,6,5500,6,0,3200,8230,6,850,1100,-136,0,1500,22,1,2,80,9,270,51,1,1,56,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//イーグル平原
8000,900,8,6,6000,7,0,3200,8300,6,950,1150,-136,0,1500,22,1,2,80,9,200,52,1,1,56,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//海底火山
8000,900,9,6,7000,8,0,3200,8380,6,1075,1250,-136,0,1500,22,1,2,80,9,120,53,1,1,56,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//パラボラ山脈
8000,900,10,6,7000,9,0,3200,8070,6,825,1050,-90,0,1520,22,1,2,70,9,180,50,1,1,10,0,230,51,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//パシフィック海
8000,900,11,6,7000,10,0,3200,8163,6,1013,1200,-90,0,1520,22,1,2,70,9,187,52,1,1,10,0,130,53,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//こたつ豪雪地帯
8000,900,12,6,7000,11,0,3200,8063,6,1013,1200,-90,0,1520,22,1,2,70,9,230,51,1,1,10,0,187,52,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//メガ銀行
8000,900,13,6,7000,12,0,3200,8170,6,1013,1200,-90,0,1520,22,1,2,70,9,180,50,1,1,10,0,130,53,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//政府極秘施設
8000,900,14,6,7000,13,0,3200,8113,6,1013,1200,-90,0,1520,22,1,2,70,9,180,50,1,1,10,0,187,52,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//ガラガラ鍾乳洞
8000,900,15,6,7000,14,0,3200,8120,6,1013,1200,-90,0,1520,22,1,2,70,9,230,51,1,1,10,0,130,53,1,1,10,0,-1,-1,-1,-1,-1,0,773,320,160,80,80,8667,//開雲山

