35,-1,-1,3,3,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
2,					//マップパターン 0～
100,3000,3,99,30,15,167,1,-4,15,168,1,35,85,1,35,86,1,-1, //1ステージ
100,3000,31,100,31,20,167,1,-4,20,168,1,30,85,1,30,86,1,-1,  //2ステージ
100,3000,3,100,3,30,167,1,-4,30,168,1,20,85,1,20,86,1,-1, //3ステージ
100,3000,32,99,30,30,167,1,-4,30,168,1,20,85,1,20,86,1,-1, //4ステージ
150,4500,148,100,148,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //5ステージ
150,4500,148,99,33,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //6ステージ
150,4500,148,99,31,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //7ステージ
150,4500,148,100,148,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //8ステージ
150,4500,148,99,33,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //9ステージ
150,4500,148,100,148,30,167,1,-4,30,168,1,20,167,2,20,168,2,-1, //10ステージ
150,4500,30,100,30,0,1,1,-1, //11ステージ


//密林
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット









