5,-1,9,-1,-1,    //マップ番号 0～15
2,	//マップパターン 0～
30,900,3,90,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6500,6,60000,3500,6,15000,500,3,1,-1,			//1ステージ
60,1800,32,90,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7000,6,100000,3000,11,1,500,5,1,-1,			//2ステージ
90,2700,31,99,4,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7000,11,3,3000,6,89300,500,12,1,-1,			//3ステージ

//極道大戦争
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
