17,-1,56,-1,-1,    //マップ番号 0～15
4,				//マップパターン 0～
30,900,3,90,33,5,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,6,50000,3000,6,15000,500,0,1,-1,			//1ステージ
40,1200,30,99,31,10,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,6,100000,4000,2,1,500,6,20000,-1,			//2ステージ
50,1500,30,99,33,15,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,6,150000,4000,6,50000,500,3,3,-1,			//3ステージ
60,1800,3,99,31,20,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,6,250000,3500,5,1,500,6,50000,-1,			//4ステージ
70,2100,3,90,31,25,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,6,450000,3500,6,150000,500,4,1,-1,			//5ステージ
80,2400,30,100,30,50,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,11,1,3500,12,1,500,6,100000,-1,			//6ステージ
100,3000,31,90,122,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,2000,1,1,1000,6,500000,500,11,1,-1,			//7ステージ

//消滅都市　第１章～第３章統合版
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数		0
