-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
50,0,48,99,33,100,13,10,1,0,1,1,-1,     //0沈没日本
50,0,3,90,31,100,13,10,1,0,1,1,-1,     //1韓国
52,0,30,90,33,100,13,10,1,0,1,1,-1,     //2中国
52,0,32,90,47,100,13,10,1,0,1,1,-1,     //3モンゴル
54,0,30,99,33,100,13,10,1,0,1,1,-1,    //4ロシア
54,0,48,90,47,100,13,10,1,0,1,1,-1,    //5ノルウェー
55,0,30,99,31,100,13,10,1,0,1,1,-1,  //6イギリス
52,0,3,90,30,100,13,10,1,0,1,1,-1,    //7デンマーク
54,0,32,100,32,100,13,10,1,0,1,1,-1,    //8ドイツ
55,0,48,90,33,100,13,10,1,0,1,1,-1,  //9フランス
60,0,3,100,3,100,13,10,1,0,1,1,-1,    //10スペイン
58,0,32,90,33,100,13,10,1,0,1,1,-1,    //11モナコ
60,0,31,100,31,100,13,10,1,0,1,1,-1,  //12イタリア
62,0,30,100,30,100,13,10,1,0,1,1,-1,    //13ギリシャ
65,0,3,100,3,100,13,10,1,0,1,1,-1,    //14トルコ
70,0,48,100,48,100,13,10,1,0,1,1,-1,  //15ドバイ
68,0,3,100,3,100,13,10,1,0,1,1,-1,    //16インド
66,0,30,99,32,100,13,10,1,0,1,1,-1,    //17ネパール
70,0,30,100,30,100,13,10,1,0,1,1,-1,   //18タイ
68,0,3,99,31,100,13,10,1,0,1,1,-1,    //19カンボジア
66,0,48,100,48,100,13,10,1,0,1,1,-1,    //20フィリピン
70,0,32,99,33,100,13,10,1,0,1,1,-1,    //21シンガポール
72,0,3,99,47,100,13,10,1,0,1,1,-1,  //22オーストラリア
90,0,30,99,31,100,13,10,1,0,1,1,-1,    //23深淵の大渦
68,0,48,100,48,100,13,10,1,0,1,1,-1,    //24マダガスカル
72,0,32,99,47,100,13,10,1,0,1,1,-1,   //25ケニア
73,0,30,100,30,100,13,10,1,0,1,1,-1,    //26サウジアラビア
75,0,31,100,31,100,13,10,1,0,1,1,-1,    //27エジプト
80,0,3,99,32,100,13,10,1,0,1,1,-1,  //28サハラ
70,0,31,100,31,100,13,10,1,0,1,1,-1,    //29ガーナ
70,0,48,100,48,100,13,10,1,0,1,1,-1,    //30南アフリカ
72,0,30,99,31,100,13,10,1,0,1,1,-1,   //31アルゼンチン
80,0,32,100,32,100,13,10,1,0,1,1,-1,    //32イースター島
70,0,30,90,47,100,13,10,1,0,1,1,-1,    //33マチュピチュ
72,0,31,99,33,100,13,10,1,0,1,1,-1,  //34コロンビア
74,0,3,100,3,100,13,10,1,0,1,1,-1,    //35ジャマイカ
76,0,32,80,33,100,13,10,1,0,1,1,-1,    //36メキシコ
76,0,31,100,31,100,13,10,1,0,1,1,-1,  //37ハリウッド
78,0,30,100,30,100,13,10,1,0,1,1,-1,    //38ラスベガス
77,0,48,99,47,100,13,10,1,0,1,1,-1,    //39アラスカ
80,0,3,100,3,100,13,10,1,0,1,1,-1,   //40カナダ
80,0,31,100,31,100,13,10,1,0,1,1,-1,    //41グリーンランド
85,0,32,90,33,100,13,10,1,0,1,1,-1,   //42ニューヨーク
80,0,3,100,3,100,13,10,1,0,1,1,-1,  //43NASA
82,0,48,99,47,100,13,10,1,0,1,1,-1,   //44バミューダ
80,0,30,100,30,100,13,10,1,0,1,1,-1,   //45ブラジル
95,0,31,99,4,100,13,10,1,0,1,1,-1,    //46浮遊大陸
100,0,48,99,49,100,13,10,1,0,1,1,-1,    //47月（世界マップ３章）
-1,

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		使わない 5  -2
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
