레어 티켓 1장을 획득했다냥!	//800_2:ランク800の達成表示
「레어 캐릭터」의 레벨 상한 해방!<br>레벨25까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//900_2:ランク900の達成表示
「슈퍼 레어 캐릭터」의 레벨 상한 해방! (광란 캐릭터와 일부 제외)<br>레벨25까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1000_2:ランク1000の達成表示
「울트라 슈퍼 레어 캐릭터」의 레벨 상한 해방!<br>레벨25까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1100_2:ランク1100の達成表示
「레어 캐릭터」의 레벨 상한 해방!<br>레벨30까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1200_2:ランク1200の達成表示
「슈퍼 레어 캐릭터」의 레벨 상한 해방! (광란 캐릭터와 일부 제외)<br>레벨30까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1300_2:ランク1300の達成表示
「울트라 슈퍼 레어 캐릭터」의 레벨 상한 해방!<br>레벨30까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1400_2:ランク1400の達成表示
「기본 캐릭터」의 플러스 레벨 상한 해방!<br>+25까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//1500_2:ランク1500の達成表示
「EX캐릭터」의 레벨 상한 해방!<br>레벨30까지 파워 업 가능하다냥!<br>※XP로 파워 업 가능※	//1600_2:ランク1600の達成表示
「기본 캐릭터」의 플러스 레벨 상한 해방!<br>+30까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//1700_2:ランク1700の達成表示
「레어 캐릭터」의 플러스 레벨 상한 해방!<br>+20까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//1800_2:ランク1800の達成表示
「레어 캐릭터」의 플러스 레벨 상한 해방!<br>+30까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//1900_2:ランク1900の達成表示
「슈퍼 레어 캐릭터」의 플러스 레벨 상한 해방!<br>+20까지 파워 업 가능하다냥! (일부 제외)<br>※뽑기로 파워 업 가능※	//2000_2:ランク2000の達成表示
「울트라 슈퍼 레어 캐릭터」의 플러스 레벨 상한 해방!<br>+20까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//2100_2:ランク2100の達成表示
레어 티켓 1장을 획득했다냥!	//2200_2:ランク2200の達成表示
「레어 캐릭터」의 플러스 레벨 상한 해방!<br>+40까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//2300_2:ランク2300の達成表示
「슈퍼 레어 캐릭터」의 플러스 레벨 상한 해방!<br>+30까지 파워 업 가능하다냥! (일부 제외)<br>※뽑기로 파워 업 가능※	//2400_2:ランク2400の達成表示
「울트라 슈퍼 레어 캐릭터」의 플러스 레벨 상한 해방!<br>+30까지 파워 업 가능하다냥!<br>※뽑기로 파워 업 가능※	//2500_2:ランク2500の達成表示
레어 티켓 1장을 획득했다냥!	//2600_2:ランク2600の達成表示
새로운 냥콤보 3개 해방!	//2700_2:ランク2700の達成表示
레어 티켓 1장을 획득했다냥!	//2800_2:ランク2800の達成表示
