|| at |got |＠|												//探検ログ：アタリテキスト
on a Short Recon 【1hr】|＠|												//探険コース【1時間】名
on a Normal Survey 【3hrs】|＠|												//探険コース【3時間】名
on a Full Expedition 【6hrs】|＠|												//探険コース【6時間】名
|Leaving for|＠|											//探険コース選択時のポップアップ
Welcome to GAMATOTO!|Here you can send Expeditions|to explore and get various Items!|＠|	//チュートリアルポップアップ1：ガマトト画面に初遷移時
The Wardrobe is unlocked!|Change your Gamatoto's look anytime!|※Outfits do not affect Gamatoto abilities.|＠|														//チュートリアルポップアップ2：ガマトト画面に初遷移時（撤廃のため空ダミー）
Tap GAMATOTO and|select an area to explore!|＠|									//チュートリアルポップアップ3：ガマトト画面に初遷移時
Roll Call feature unlocked!|Organize your Gamatoto helpers!|＠|														//チュートリアルポップアップ4：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
Tap GAMATOTO to check|the results of your Expedition!|＠|										//チュートリアルポップアップ7：初帰還画面時
| will be used to shorten |Expedition time by %d hour(s). OK?|＠|									//探索中　：ネコビタン使用時
Expedition Complete!!|GAMATOTO gained XP!|＠|＠|													//帰還画面：探検成功時
A smashing success!|1.5 times the XP for GAMATOTO!|＠|＠|													//帰還画面：探検大成功時
GAMATOTO Leveled Up!|Reached Level %d!|＠|										//帰還画面：レベルアップ時
Recall GAMATOTO expedition?|No rewards will be received…|＠|							//探険中　：強制帰還時
No Catamins available.|Buy from the Item Shop?|＠|							//探険中　：ネコビタンが不足時（アイテムショップ誘導）
Item Discovered! || received.|＠|											//帰還画面：探検ログ中のアイテム獲得時
Expedition Time shortened by | hour(s)!|＠|											//探検中　：ネコビタン使用後
Turn this on to receive a notice|when GAMATOTO returns.|(Also when Base building completes!)|＠|								//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
GAMATOTO finally returned from |.|＠|											//帰還画面：探検ログ終了時の決まりセリフ
A new Area has been discovered!|＠|											//帰還画面：エリア解放
GAMATOTO Leveled Up!|Reached Level %d!|A new outfit is available!|＠|							//帰還画面：レベルアップ+ガマトト装備変更時
This expedition is too crowded!|Send someone home?|＠|							//探索選択択画面：隊員が上限をオーバーした時
Sending %s home.|Are you sure?|＠|						//隊員画面：脱退ボタンを押した後
You recruited %s!|＠|												//帰還画面：隊員加入時
【%s】|＠|														//にゃんこ隊員：レア度表示用括弧
Members:|%d||＠|														//にゃんこ隊員：現在のにゃんこ隊員数
You found ||%s! (%d → |)|												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
Cat Food discovered!|Watch an ad to dig it up!|Start digging?|＠|						//基本画面：広告用ネコカンアイコンタップ時
You can send %s to help the |Ototo Corps! How about it?!|＠|						//隊員画面：脱退画面にて「はい」を押した後
Too many Engineers... This assistant will|be retired and leave permenantly.|Are you sure?|＠|				//隊員画面：脱退画面にて「はい」を押した後助手定員時
Legend Helpers Unlocked!|Legend-grade helpers are now available.|＠|								//にゃんこ隊員：レジェンド隊員解放
