＠,＠,＠,//「0」の時の解放文章
このエリアを探検するには,ユーザーランク200、または ガマトトLv3,を達成する必要があります,//「1」の時の解放文章
このエリアを探検するには,ユーザーランク400、または ガマトトLv6,を達成する必要があります,//「2」の時の解放文章
このエリアを探検するには,ユーザーランク600、さらに ガマトトLv10,を達成する必要があります,//「3」の時の解放文章
このエリアを探検するには,ユーザーランク900、さらに ガマトトLv14,を達成する必要があります,//「4」の時の解放文章
このエリアを探検するには,ユーザーランク1600、さらに ガマトトLv19,を達成する必要があります,//「5」の時の解放文章
このエリアを探検するには,ガマトトLv24,を達成する必要があります,//「6」の時の解放文章
このエリアを探検するには,ガマトトLv30,を達成する必要があります,//「7」の時の解放文章
このエリアを探検するには,ガマトトLv36,を達成する必要があります,//「8」の時の解放文章
このエリアを探検するには,ガマトトLv43,を達成する必要があります,//「9」の時の解放文章
このエリアを探検するには,ガマトトLv50,を達成する必要があります,//「10」の時の解放文章
このエリアを探検するには,ガマトトLv58,を達成する必要があります,//「11」の時の解放文章
このエリアを探検するには,ガマトトLv67,を達成する必要があります,//「12」の時の解放文章
このエリアを探検するには,ガマトトLv72,を達成する必要があります,//「13」の時の解放文章
このエリアを探検するには,ガマトトLv83,を達成する必要があります,//「14」の時の解放文章
このエリアを探検するには,ガマトトLv88,を達成する必要があります,//「15」の時の解放文章
このエリアを探検するには,ユーザーランク5000、さらに ガマトトLv50,を達成する必要があります,//「16」の時の解放文章
このエリアを探検するには,ユーザーランク300、または ガマトトLv6,を達成する必要があります,//「17」の時の解放文章
このエリアを探検するには,ユーザーランク500、または ガマトトLv6,を達成する必要があります,//「18」の時の解放文章
このエリアを探検するには,ユーザーランク800、さらに ガマトトLv14,を達成する必要があります,//「19」の時の解放文章
このエリアを探検するには,ユーザーランク1000、さらに ガマトトLv14,を達成する必要があります,//「20」の時の解放文章

