7,2,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
1,					//マップパターン 0～
80,1520,3,100,3,10,6,152000,1,1,4,1,-1,		//1ステージ
85,1615,30,100,30,10,6,161500,1,1,0,1,-1,	//2ステージ
85,1615,32,99,31,10,6,161500,1,1,3,1,-1,	//3ステージ
90,1710,3,99,33,10,6,171000,1,1,0,1,-1,		//4ステージ
95,1805,30,99,33,10,6,180500,1,1,2,1,-1,	//5ステージ
120,2280,4,100,4,10,6,228000,1,1,3,1,-1,	//6ステージ


//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
