117,1,0,0,0,0,   //城番号
5500,1200000,1,1,96,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
610,50,50,100,200,100,7,9,0,500
149,10,100,400,450,100,7,9,0,300
12,4,200,500,500,100,4,4,0,4000
49,3,50,400,500,100,2,3,0,300
610,1,500,100,200,100,7,9,1,500
452,1,500,700,700,100,0,1,0,100
558,1,1000,550,600,100,2,3,0,300
452,1,1200,700,700,100,0,1,0,100
49,4,1500,500,550,100,2,3,0,300
558,2,1800,750,800,100,2,3,0,300
389,2,2000,100,200,100,5,6,0,200
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,


//敵は１ステージ最大１０種類
