14,-1,61,-1,-1,				//マップ番号(0～17)，アイテム報酬型ステージ設定(-1:OFF)，スコア報酬型ステージ設定(-1:OFF)，ステージ表示タイミング，プレイ可能タイミング，
0,					//マップ番号によるマップパターン(0～3)，
30,900,3,90,33,1,1043,1,-2,-2,-2,-2,-2,-2,-2,1,8000,6,32000,5000,3,1,500,6,8000,-1,		//1ステージ
40,1500,3,99,32,2,1043,1,-2,-2,-2,-2,-2,-2,-2,1,6500,6,40000,4500,0,1,500,6,10000,-1,		//2ステージ
55,2250,30,99,31,3,1043,1,-2,-2,-2,-2,-2,-2,-2,1,6500,6,50000,4500,5,1,500,6,12500,-1,		//3ステージ
60,2400,3,99,33,4,1043,1,-2,-2,-2,-2,-2,-2,-2,1,7000,6,60000,4000,11,1,500,6,15000,-1,		//4ステージ
70,2700,31,99,32,5,1043,1,-2,-2,-2,-2,-2,-2,-2,1,5500,6,80000,4500,4,1,500,6,20000,-1,		//5ステージ
75,2850,33,100,33,6,1043,1,-2,-2,-2,-2,-2,-2,-2,1,5500,6,100000,3500,2,1,500,6,25000,-1,		//6ステージ
80,3000,3,99,31,7,1043,1,-2,-2,-2,-2,-2,-2,-2,1,7000,6,150000,4500,1,1,500,6,37500,-1,		//7ステージ
90,3300,30,99,33,10,1043,1,-2,-2,-2,-2,-2,-2,-2,1,5500,6,200000,4000,12,1,500,6,50000,-1,		//8ステージ

//スイッチ版コラボステージ
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号  0:スピードアップ,              1:トレジャーレーダー,              2:ネコボン,              3:ニャンピュータ,
//              4：おかめはちもく,             5:スニャイパー,                    6:XP,                   11:にゃんこチケット,             12：レアチケット
//貰える数		0
