＠|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Korea|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: China|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Philippines|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Spain|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Spain|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Madagascar|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Egypt|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. I: Italy|＠|＠|EVOLVE at Level 10|＠|＠|EVOLVE at Lvl 30 (Incl. MAX+)|＠|＠|＠|＠|＠|＠
Appears after Empire Ch. II: Japan|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Actress Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Jamaica|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Kung-Fu Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. II: India|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Mr. Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Denmark|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Bondage Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Greenland|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Dom Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Egypt|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Box Cats Awake!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. II: Bermuda|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Panties Awake!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Moon|＠|＠|EVOLVE at Level 10|＠|＠|Once Lvl 30 is reached, use|XP and Catfruit to Evolve.|＠|＠|＠|＠|＠
Unlocked with 30 Login Stamps|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Tricycle Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Philippines|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Ninja Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Madagascar|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Zombie Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Nepal|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Samurai Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Singapore|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Sumo Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. I: Italy|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Boogie Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. II: Greece|＠|＠|EVOLVE at Level 10|＠|＠|From Awakened Event Stage|Skirt Awakes!|EVOLVE at Level 20|＠|＠|＠|＠
Appears after Empire Ch. II: Moon|＠|＠|EVOLVE at Level 10|＠|＠|Appears after Future Ch. II: Moon|EVOLVE at Level 20|＠|＠|＠|＠|＠
Appears after Empire Ch. III: Moon|＠|＠|EVOLVE at Level 10|＠|＠|Appears after Future Ch. III: Moon|EVOLVE at Level 20|＠|＠|＠|＠|＠
Collect from Collab. Event|＠|＠|EVOLVE at Level 10|＠|＠|Collect from Collab. Event|Princess Punt Awakens!|EVOLVE at Level 20|＠|＠|＠|＠
Collect from Collab. Event|＠|＠|EVOLVE at Level 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Collect as Special Gift|＠|＠|EVOLVE at Level 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Collect as Special Gift|＠|＠|EVOLVE at Level 10|＠|＠|＠|＠|＠|＠|＠|＠|＠
Collect from Rare Capsules!|＠|＠|EVOLVE at Level 10|＠|＠|Once Lvl 30 is reached, use|XP and Catfruit to Evolve.|＠|＠|＠|＠|＠
Collect from Rare Capsules!|＠|＠|EVOLVE at Level 10|＠|＠|Once Lvl 30 is reached, use|XP and Catfruit to Evolve.|＠|＠|＠|＠|＠
Collect from Rare Capsules!|＠|＠|EVOLVE at Level 10|＠|＠|Once Lvl 30 is reached, use|XP and Catfruit to Evolve.|＠|＠|＠|＠|＠
Collect from Rare Capsules!|＠|＠|EVOLVE at Level 10|＠|＠|Once Lvl 30 is reached, use|XP and Catfruit to Evolve.|＠|＠|＠|＠|＠
