2,0,0,0,0,0,   //城番号
5000,15000,1,1,126,30,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
108,0,0,150,250,100,0,4,0,100,
109,0,75,150,250,100,0,4,0,100,
600,10,100,100,200,100,4,9,0,100,
16,0,150,150,250,100,4,9,0,100,
600,3,500,250,350,100,4,9,0,100,
16,10,700,25,50,100,4,9,0,100,
600,5,700,25,50,100,4,9,0,100,
13,3,700,50,100,100,3,3,0,100,
600,0,1400,200,400,100,4,9,0,100,
23,0,13500,13500,13500,100,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
